Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
3620	-15805.7	-15819.2	13.487	0.127539	0.10642	0.09249	0.0990523	0.0893942	0.0804769	0.136624	0.0739149	0.111342	0.195268	0.0793919	0.0859026	0.104681	0.0920547	0.0938581	0.105553	0.110479	0.102768	0.099944	0.0701224	0.0800101	0.0902693	0.168477	0.0285212	0.0136662	0.0292797	0.0625616	0.0306656	0.0183496	0.0234997	0.0754286	0.0466239	0.0238157	0.0420039	0.0312383	0.0759911	0.0162639	0.0299356	0.0215162	0.0445016	0.0540552	0.0314401	0.0448196	3.140209
3630	-15802.1	-15813.9	11.7541	0.163866	0.0941612	0.0906034	0.116114	0.116144	0.101737	0.111888	0.0783343	0.0946861	0.180145	0.0691901	0.0951249	0.111855	0.096288	0.121953	0.137312	0.111899	0.119224	0.117495	0.077969	0.0782361	0.0795237	0.189371	0.0355392	0.0290838	0.0312186	0.0513606	0.0378639	0.0202011	0.0254181	0.0580359	0.0628214	0.0293916	0.0478786	0.032746	0.0772639	0.00971505	0.0306104	0.026124	0.0394466	0.0485992	0.0213233	0.0457405	3.313502
3640	-15801.3	-15815.4	14.1041	0.114829	0.0941612	0.0830461	0.101574	0.0943853	0.0897414	0.108658	0.0810487	0.101282	0.142	0.0791439	0.0920051	0.108245	0.0797862	0.0993766	0.126969	0.138641	0.104013	0.139806	0.0757593	0.0969301	0.0906412	0.146349	0.0325163	0.0255767	0.0304938	0.0402286	0.0410909	0.0205532	0.0267474	0.0675933	0.0474821	0.023215	0.0441808	0.0300604	0.0724597	0.0168461	0.0210735	0.0207768	0.0375138	0.0389154	0.0281075	0.0246729	3.078494
3650	-15794.6	-15808	13.4371	0.119075	0.0901191	0.102669	0.102307	0.101598	0.0835297	0.124416	0.0828235	0.0926344	0.1921	0.0745095	0.082029	0.0949237	0.0999965	0.103924	0.143101	0.12101	0.121474	0.12342	0.0710942	0.0778242	0.0777575	0.173525	0.0390193	0.0248023	0.0284376	0.0530886	0.0296255	0.0234344	0.0216781	0.0567659	0.0364017	0.0237504	0.0424681	0.030018	0.0576909	0.0245682	0.037303	0.0363163	0.0268308	0.0434359	0.0240102	0.0296961	3.145201
3660	-15799.4	-15812.5	13.0167	0.108167	0.107583	0.107212	0.0955909	0.096707	0.0880717	0.120608	0.0720314	0.0763425	0.166003	0.0769779	0.0795869	0.104808	0.108036	0.115164	0.125985	0.117551	0.11685	0.117522	0.0869622	0.0889299	0.0932953	0.184522	0.0351219	0.0305155	0.0309853	0.0541296	0.0445023	0.0150176	0.0178105	0.0413393	0.0343572	0.0245979	0.0361357	0.0263074	0.101407	0.0168835	0.03586	0.0386388	0.0441204	0.0418542	0.0357764	0.0273758	3.187242
3670	-15799.8	-15812.7	12.8937	0.104304	0.113206	0.105385	0.102565	0.118443	0.0866619	0.131504	0.0758745	0.0970298	0.174854	0.079635	0.0747476	0.0821977	0.101301	0.140942	0.140034	0.12422	0.113127	0.117522	0.0794125	0.0907154	0.0748986	0.139855	0.0326755	0.0243301	0.0232488	0.053418	0.0439617	0.0224594	0.0268427	0.0659475	0.0450388	0.0255737	0.0489805	0.041822	0.0806499	0.00933064	0.037144	0.0188135	0.0329775	0.0490742	0.0247631	0.0240538	3.199538
3680	-15804.9	-15817.3	12.3963	0.127981	0.094009	0.0910524	0.113119	0.09988	0.0813898	0.14943	0.0800399	0.0984641	0.186524	0.0790228	0.0905412	0.103123	0.0733778	0.10181	0.139001	0.14746	0.107093	0.119015	0.0877137	0.0778839	0.0826493	0.166719	0.028974	0.0340116	0.0184464	0.0494149	0.0417877	0.0366514	0.0194555	0.0585209	0.0680281	0.0178816	0.0580661	0.0287634	0.0782094	0.0232028	0.0337894	0.0210672	0.0339573	0.0428939	0.0360212	0.0228409	3.249283
3690	-15806.1	-15818.7	12.5723	0.121601	0.0979935	0.0910524	0.0959761	0.106672	0.0970638	0.137061	0.064643	0.100557	0.186351	0.0579405	0.0929433	0.101213	0.104564	0.0994263	0.144918	0.145683	0.127378	0.12767	0.0722546	0.0947962	0.0694238	0.166417	0.0332828	0.0279504	0.0259557	0.0528684	0.0370048	0.016364	0.0298336	0.0464695	0.0589053	0.016697	0.0262157	0.0199228	0.101368	0.0227908	0.036336	0.0350111	0.0401993	0.0454423	0.0220729	0.033386	3.231677
3700	-15808.5	-15821.4	12.9114	0.108097	0.112978	0.0931297	0.109469	0.0958497	0.100696	0.127347	0.0870247	0.103584	0.208739	0.0939891	0.0893799	0.0771126	0.104469	0.103329	0.13729	0.114277	0.116713	0.127104	0.0804883	0.0987026	0.0666895	0.148781	0.04315	0.0267753	0.0259027	0.0551242	0.0393384	0.0192341	0.0162258	0.0440791	0.0453127	0.0337872	0.0335081	0.0423512	0.0610925	0.0135659	0.0374461	0.0300139	0.0233157	0.0423343	0.0228011	0.03717	3.197767
3710	-15808	-15820.3	12.2905	0.127211	0.0946635	0.0917021	0.127231	0.113281	0.0848594	0.123542	0.0731703	0.101775	0.169689	0.0767764	0.0895264	0.0919758	0.0830986	0.136144	0.172934	0.127714	0.0998028	0.11213	0.0804883	0.0966416	0.0945203	0.157705	0.04315	0.0296495	0.030708	0.0487263	0.0402389	0.0183997	0.0166702	0.0483018	0.0530945	0.0248354	0.0430219	0.0475978	0.0986756	0.0144603	0.0217287	0.023415	0.0344016	0.0392958	0.0332475	0.0236601	3.259859
3720	-15802.2	-15814.8	12.6316	0.122492	0.0951964	0.0969197	0.101329	0.112826	0.0766197	0.122361	0.0882557	0.0864598	0.157741	0.0738724	0.0827789	0.107193	0.0894748	0.111146	0.167818	0.129442	0.107601	0.133348	0.0731028	0.108663	0.0806036	0.179036	0.0325384	0.0267892	0.0397666	0.0410295	0.0264941	0.0311628	0.0153266	0.0434341	0.0408	0.0170506	0.0624828	0.0347174	0.0890729	0.0274374	0.028347	0.0145592	0.0457866	0.0427554	0.0333804	0.0285426	3.225753
3730	-15804.6	-15817.7	13.1331	0.125126	0.0707992	0.0848635	0.0994569	0.11858	0.0864752	0.126382	0.0864621	0.0873642	0.162718	0.0863207	0.0818265	0.10835	0.0949672	0.118451	0.123542	0.107213	0.113209	0.13679	0.0531816	0.102453	0.0785654	0.171218	0.0360301	0.0218096	0.041631	0.0643144	0.0523025	0.0297796	0.0223354	0.0547016	0.0417399	0.0327105	0.0448175	0.0406335	0.0665888	0.0179821	0.0319489	0.0306292	0.0297215	0.033705	0.0219228	0.0359771	3.175594
3740	-15806.2	-15818.8	12.6017	0.120816	0.095299	0.0939659	0.0971219	0.138118	0.0917733	0.132516	0.0666047	0.112233	0.162718	0.0744984	0.0921235	0.104966	0.114259	0.0822568	0.132595	0.11496	0.127232	0.124288	0.072407	0.0923765	0.0861263	0.15785	0.0404379	0.0170726	0.0295853	0.0506505	0.0392869	0.0403318	0.0253337	0.0592798	0.054466	0.0179305	0.0539219	0.0256332	0.0628886	0.0136236	0.0454592	0.0345463	0.0497601	0.0333561	0.0248458	0.0232256	3.228739
3750	-15803.9	-15816.4	12.5116	0.127849	0.0936383	0.0950824	0.116161	0.10794	0.0652994	0.116517	0.0686802	0.107467	0.169436	0.0772139	0.0821204	0.0976931	0.0961587	0.118938	0.128653	0.131949	0.111709	0.106155	0.0827802	0.0822868	0.108776	0.189693	0.0452384	0.0331873	0.0425291	0.0486252	0.0441643	0.035485	0.0204001	0.0457504	0.0554466	0.0206309	0.0257545	0.0324584	0.071567	0.021457	0.0244957	0.0379574	0.0304026	0.0425632	0.0322202	0.0452123	3.237743
3760	-15804.5	-15817	12.5214	0.127563	0.0995018	0.101886	0.10461	0.120685	0.084692	0.122281	0.0686802	0.0982099	0.159775	0.0726004	0.0657778	0.120234	0.105631	0.118152	0.122585	0.124699	0.126527	0.11427	0.0664297	0.098305	0.0907694	0.176388	0.0190489	0.0247249	0.030456	0.0502279	0.0294446	0.0162455	0.0144639	0.0438043	0.0566869	0.0320772	0.0620697	0.0408844	0.0921454	0.018736	0.0361023	0.0236189	0.0577971	0.0360596	0.0180324	0.043888	3.236765
3770	-15808	-15820.1	12.1397	0.131983	0.0961165	0.0995841	0.11653	0.0971108	0.0900134	0.137674	0.0689235	0.120506	0.178452	0.0908695	0.0738777	0.0894904	0.105949	0.112134	0.0972025	0.140658	0.127201	0.103318	0.0757839	0.108254	0.0949725	0.161291	0.0472321	0.0170851	0.031701	0.0525945	0.0432324	0.0124067	0.0155367	0.0608132	0.0436385	0.0394582	0.0422314	0.0318403	0.0815746	0.0195517	0.0406408	0.0203807	0.0317868	0.042295	0.044686	0.0383559	3.274936
3780	-15802.2	-15814.4	12.2387	0.12063	0.109633	0.0966313	0.122863	0.104908	0.0746453	0.118803	0.0827738	0.118511	0.167279	0.0955026	0.0801095	0.103987	0.103469	0.117907	0.144266	0.133345	0.0977978	0.145622	0.0864217	0.0761402	0.0813489	0.158754	0.0377279	0.0166011	0.0262672	0.0386288	0.0415019	0.0239298	0.0231329	0.045101	0.0697945	0.0243173	0.0499712	0.0227947	0.0943486	0.0167555	0.0426497	0.0256583	0.0359153	0.0385577	0.0217264	0.0283052	3.265033
3790	-15799.2	-15812	12.808	0.126682	0.0932255	0.096087	0.103929	0.0997927	0.0813751	0.115794	0.0975382	0.125988	0.163351	0.0751788	0.0812765	0.1038	0.103469	0.118472	0.109619	0.113754	0.1058	0.122206	0.0697833	0.108242	0.094843	0.164633	0.0280196	0.0234514	0.0271054	0.0546859	0.0441057	0.0176782	0.0387226	0.051671	0.0411876	0.0262228	0.0539699	0.0232698	0.0827794	0.0150691	0.0270374	0.0411023	0.0316069	0.0439416	0.0273538	0.0342865	3.208107
3800	-15805.6	-15816.9	11.3357	0.116196	0.106411	0.0913778	0.103929	0.113983	0.0770357	0.142034	0.0780718	0.10092	0.194831	0.0751788	0.0907557	0.103207	0.103583	0.135371	0.138286	0.127414	0.12176	0.122206	0.105035	0.0903083	0.101163	0.173696	0.0375031	0.0275211	0.0204055	0.0611303	0.0271141	0.0235719	0.0264602	0.0720848	0.0418069	0.0419076	0.0539699	0.0186982	0.0660815	0.0152427	0.0347275	0.0312504	0.0362843	0.0436982	0.0323273	0.0307957	3.355334
3810	-15801.6	-15814.1	12.5293	0.129365	0.116861	0.105209	0.0936905	0.116983	0.0781303	0.115944	0.0902862	0.0984113	0.167191	0.0741591	0.0785805	0.0828618	0.101277	0.100722	0.138286	0.121951	0.124434	0.133777	0.0787955	0.0994319	0.0727959	0.165182	0.0254178	0.02831	0.0369763	0.0516869	0.0325672	0.0175932	0.0150987	0.0521339	0.0668864	0.0264877	0.0403322	0.0419383	0.0987074	0.0178184	0.0320526	0.0334812	0.0287771	0.0476997	0.0269624	0.0307229	3.235978
3820	-15806.4	-15819.3	12.942	0.126324	0.0899799	0.100037	0.102061	0.109903	0.0664281	0.114013	0.0704506	0.0821933	0.170157	0.102508	0.089189	0.0928205	0.0823221	0.118896	0.13495	0.128257	0.125977	0.122076	0.0805285	0.0896538	0.100916	0.169479	0.037329	0.028491	0.0225574	0.0551102	0.0449288	0.0248911	0.0367837	0.0468703	0.0457179	0.0276013	0.034217	0.0219024	0.0924796	0.00838443	0.0387413	0.0236215	0.023126	0.0480959	0.0235477	0.041192	3.194709
3830	-15811.4	-15822.9	11.5313	0.123496	0.0854611	0.130856	0.101572	0.119852	0.0803129	0.129789	0.0869702	0.112372	0.198754	0.0867987	0.087598	0.104557	0.113523	0.103812	0.148852	0.119553	0.119631	0.120071	0.0633826	0.113249	0.0826327	0.164999	0.0477657	0.0335324	0.027911	0.0506761	0.0247443	0.0189247	0.0138194	0.0508621	0.0529718	0.0296217	0.0490013	0.0179154	0.078624	0.0118271	0.0419461	0.022859	0.0375367	0.0477977	0.0316526	0.0476964	3.33578
3840	-15800.7	-15812.6	11.8657	0.130731	0.129378	0.106435	0.104982	0.116945	0.0658153	0.131559	0.0739386	0.0999425	0.165435	0.0800869	0.097064	0.121334	0.0936467	0.118845	0.148852	0.12381	0.12219	0.117567	0.0842776	0.0734313	0.0824823	0.186006	0.0298105	0.0205731	0.0448378	0.0589526	0.0293234	0.0150671	0.0231224	0.0521261	0.0535228	0.0207718	0.0444088	0.0243344	0.0803766	0.0252544	0.0343933	0.0340368	0.0370647	0.0462452	0.0244965	0.0288646	3.302338
3850	-15802.6	-15815.7	13.0306	0.119515	0.109	0.102173	0.0883114	0.0917629	0.0778517	0.150886	0.0841197	0.101126	0.175794	0.0691618	0.0992451	0.109132	0.0976394	0.117547	0.122189	0.110574	0.116702	0.112046	0.063309	0.0881117	0.111199	0.179522	0.0370085	0.0266721	0.0288301	0.0356622	0.0496283	0.0192885	0.0182905	0.0337643	0.0444526	0.0258419	0.0490541	0.027229	0.0745606	0.0221346	0.030855	0.0253072	0.0286197	0.0523698	0.0226583	0.0366997	3.185844
3860	-15801.8	-15815.1	13.3029	0.115987	0.098377	0.101174	0.112308	0.120536	0.0772803	0.115581	0.0736291	0.105999	0.160688	0.0844165	0.0905066	0.0742109	0.100615	0.116039	0.0943933	0.113811	0.111133	0.12806	0.0741787	0.101878	0.0982062	0.149999	0.0284217	0.0250234	0.0428813	0.0483766	0.0338565	0.024912	0.0178024	0.0592721	0.0427796	0.0172827	0.0465982	0.0407736	0.0590041	0.0266638	0.0493717	0.0340183	0.0344911	0.0488625	0.0287992	0.0304242	3.158622
3870	-15803.3	-15816.7	13.4111	0.113479	0.0707297	0.0910335	0.113739	0.0977297	0.0851943	0.12734	0.085529	0.0911338	0.163794	0.075759	0.0912211	0.0994497	0.0981098	0.0984458	0.11569	0.113811	0.109368	0.123714	0.067857	0.102634	0.0965696	0.157609	0.0395697	0.0258973	0.027227	0.0623783	0.040373	0.00626845	0.0242309	0.0556659	0.0458913	0.0309763	0.0339656	0.0460851	0.0751022	0.0144066	0.0366881	0.0523524	0.0323386	0.0370702	0.0316567	0.0397133	3.147797
3880	-15802	-15814.8	12.7965	0.103188	0.109547	0.0913106	0.112037	0.114381	0.057741	0.130955	0.090918	0.0958431	0.173452	0.0909465	0.0811124	0.0993088	0.0981098	0.12888	0.139584	0.12336	0.118604	0.105224	0.0739271	0.0888483	0.0766693	0.157535	0.0446268	0.0253526	0.022449	0.0673404	0.053879	0.0316363	0.0188335	0.053135	0.0426065	0.0246655	0.0374819	0.0283545	0.0751255	0.019326	0.0413981	0.0257975	0.0382861	0.0452092	0.028129	0.0241471	3.209262
3890	-15802	-15814.8	12.7812	0.129543	0.0951761	0.0916543	0.0811355	0.115283	0.0805434	0.116321	0.0745956	0.112112	0.190169	0.0850501	0.0740536	0.106412	0.0867509	0.116184	0.127968	0.117284	0.116181	0.115709	0.0801299	0.0875678	0.105895	0.152536	0.0419166	0.0223764	0.0540728	0.0429516	0.0408319	0.0204521	0.0203396	0.0574956	0.038168	0.0274277	0.0407142	0.0492505	0.0782923	0.0195489	0.0457498	0.0208011	0.0295515	0.0463449	0.0178855	0.0383636	3.210789
3900	-15812.2	-15825.4	13.2239	0.139201	0.125542	0.104161	0.12465	0.123019	0.0766639	0.116566	0.0788228	0.0799436	0.150141	0.0622355	0.0961324	0.0950342	0.109815	0.115152	0.125107	0.104271	0.105441	0.121353	0.0831874	0.0651016	0.0787194	0.147167	0.0314013	0.0180574	0.0370011	0.0503083	0.0307057	0.0201344	0.0189221	0.0443714	0.0483658	0.0263888	0.0516219	0.0320699	0.0860818	0.0371918	0.0457318	0.0175529	0.0380386	0.0557042	0.0132544	0.036186	3.166516
3910	-15806.8	-15819.5	12.652	0.135297	0.104356	0.097193	0.103665	0.0985696	0.0815098	0.127214	0.100979	0.111209	0.179732	0.0927925	0.0692104	0.115662	0.0951664	0.122203	0.142723	0.120135	0.116064	0.130731	0.0724477	0.0730619	0.071683	0.159578	0.0284997	0.0229448	0.0288272	0.0514687	0.0445348	0.0370486	0.0162321	0.0609002	0.0317199	0.0193848	0.0343602	0.0398705	0.0778601	0.00373449	0.0320415	0.0329709	0.0289885	0.0364717	0.0330832	0.0415835	3.223709
3920	-15799.5	-15811.7	12.2427	0.13206	0.10106	0.100913	0.117059	0.139196	0.0881385	0.13015	0.0859013	0.116679	0.191939	0.0876037	0.0950468	0.0953025	0.0985763	0.0958542	0.117212	0.134321	0.122717	0.103808	0.0655532	0.0968293	0.0746526	0.152923	0.0295234	0.0261604	0.026723	0.0497912	0.038943	0.0169258	0.0224559	0.056373	0.0352913	0.028935	0.049897	0.0334604	0.0708415	0.00953338	0.0433034	0.0329709	0.0410428	0.0488055	0.0343236	0.025842	3.264638
3930	-15797.2	-15810.6	13.3744	0.121281	0.112974	0.10404	0.102081	0.106924	0.0707617	0.123662	0.0830427	0.117996	0.153427	0.0841932	0.0744546	0.0847379	0.111078	0.118375	0.106836	0.108819	0.117166	0.114406	0.0725213	0.0873715	0.0900017	0.144263	0.0375743	0.0314171	0.027687	0.0488016	0.0337692	0.0244371	0.0269613	0.0680481	0.0418717	0.0237846	0.0428695	0.032311	0.0748406	0.0147123	0.0403923	0.0381504	0.0376946	0.04018	0.0284178	0.0271377	3.151471
3940	-15809.1	-15821.8	12.6627	0.154076	0.10301	0.111188	0.0975147	0.12257	0.0813324	0.0918131	0.0978427	0.102105	0.169947	0.0785053	0.0933957	0.0817038	0.0891744	0.104804	0.120941	0.121742	0.125891	0.120092	0.0664819	0.0993001	0.103907	0.131372	0.0350299	0.019816	0.0306791	0.0510842	0.042804	0.0230176	0.0191217	0.0596553	0.0316449	0.0357008	0.0432272	0.0415021	0.0689915	0.0123304	0.0456063	0.0420626	0.0386203	0.0510504	0.0289348	0.033045	3.222633
3950	-15814.7	-15826.1	11.4284	0.146328	0.0879359	0.104432	0.105372	0.12009	0.107839	0.122519	0.0833033	0.0763832	0.187498	0.0917207	0.0999977	0.0957866	0.0991693	0.113337	0.117893	0.146447	0.133713	0.115735	0.0848804	0.110454	0.0636594	0.172704	0.0385579	0.0367906	0.0427828	0.0455754	0.0381616	0.0202374	0.0145714	0.0373133	0.0466473	0.0399399	0.0390437	0.0312644	0.0820752	0.0241773	0.0295102	0.0406357	0.0506658	0.0334456	0.0395088	0.0279634	3.346065
3960	-15812.7	-15825.3	12.596	0.162204	0.0998618	0.105006	0.112047	0.129776	0.0872953	0.151715	0.0897488	0.0885056	0.167814	0.0807302	0.0792606	0.0897693	0.0793516	0.119587	0.106809	0.139913	0.117426	0.111908	0.0583803	0.102484	0.0939274	0.153539	0.0314732	0.0254424	0.0280068	0.0354818	0.0520725	0.0132716	0.0297823	0.0497558	0.0290998	0.0258681	0.0379419	0.015889	0.0800383	0.027923	0.031116	0.0401218	0.0346942	0.0404818	0.029889	0.0439046	3.229311
3970	-15805.9	-15818	12.0746	0.106457	0.128608	0.0981468	0.107157	0.115294	0.0755259	0.123404	0.0730565	0.0845066	0.160044	0.0911672	0.0978261	0.111577	0.103536	0.118113	0.136594	0.149567	0.117426	0.116426	0.0741085	0.0868794	0.0756645	0.164599	0.0285741	0.0237247	0.0477372	0.0547676	0.0370939	0.0167225	0.0229395	0.057616	0.035713	0.0341346	0.0553891	0.0187629	0.0979033	0.0233995	0.0355475	0.0193363	0.0278074	0.058181	0.0357224	0.0346938	3.28145
3980	-15805.8	-15818.5	12.7332	0.100216	0.102242	0.0970941	0.107157	0.126117	0.0755259	0.126396	0.0920487	0.0851602	0.172052	0.0719846	0.0935565	0.0939533	0.0960127	0.125028	0.124371	0.104313	0.104184	0.118822	0.0802364	0.104611	0.0699377	0.150883	0.0368628	0.0290701	0.0274484	0.0547676	0.050997	0.0173058	0.0293013	0.071471	0.0529778	0.0248736	0.0423026	0.0179989	0.0797273	0.0292593	0.0533415	0.0283874	0.0410532	0.0422532	0.0305627	0.0337267	3.215591
3990	-15807.7	-15820.4	12.6504	0.128126	0.0945001	0.0995011	0.132075	0.125761	0.0726188	0.122391	0.0675871	0.0978206	0.156724	0.0717609	0.100306	0.0873754	0.1106	0.0919685	0.117145	0.1108	0.105414	0.123716	0.0689023	0.112589	0.0756579	0.174322	0.0319355	0.0196764	0.0451204	0.059278	0.0400863	0.018139	0.0293013	0.0702459	0.0343442	0.0305685	0.0322115	0.030971	0.0703784	0.0306067	0.0493818	0.0441811	0.0297796	0.0413095	0.0324444	0.0362464	3.223869
4000	-15805.9	-15819.5	13.5614	0.128692	0.0866496	0.114476	0.0921072	0.112475	0.0854137	0.124742	0.0947991	0.0736333	0.159113	0.088129	0.081632	0.0984198	0.110668	0.0941971	0.118083	0.120509	0.106032	0.0987394	0.0856859	0.0910836	0.102289	0.191939	0.0390173	0.0221257	0.0215261	0.0503077	0.0286514	0.0354901	0.0293013	0.0451878	0.0464446	0.0145454	0.0426452	0.0306541	0.0666657	0.0169663	0.0284297	0.0198588	0.040338	0.0476189	0.0293774	0.0181033	3.132764
4010	-15804	-15816.8	12.7416	0.13397	0.0932521	0.106798	0.0908575	0.114183	0.102178	0.140276	0.091743	0.104879	0.154635	0.0868531	0.073638	0.0865234	0.075561	0.117495	0.127681	0.119911	0.115464	0.128008	0.0544263	0.0858918	0.0902445	0.16873	0.0424148	0.028192	0.044516	0.0611471	0.0449396	0.0169896	0.0359188	0.0486245	0.0389012	0.0190143	0.0539142	0.029578	0.0624651	0.0168836	0.0440053	0.0232499	0.0324179	0.0534369	0.0270538	0.0278904	3.214752
4020	-15805	-15817.4	12.4289	0.138746	0.109864	0.0968666	0.0993939	0.121534	0.0697232	0.136728	0.0609614	0.0952849	0.166017	0.0718069	0.0982013	0.109451	0.0850457	0.112835	0.111766	0.137341	0.115586	0.113725	0.0787284	0.0840196	0.0608974	0.171423	0.0324881	0.0300447	0.0277055	0.0492687	0.0370105	0.0196223	0.0336136	0.0617562	0.0433376	0.0347949	0.0431571	0.0376261	0.0973771	0.0312519	0.0282069	0.0234296	0.0512041	0.0570563	0.019743	0.0413815	3.246022
4030	-15808.3	-15821.1	12.8348	0.118114	0.118372	0.104306	0.0968483	0.0945615	0.0850973	0.109655	0.0704488	0.0910837	0.154151	0.0686633	0.0834719	0.0918416	0.0990158	0.103592	0.139171	0.135271	0.125815	0.141099	0.0870996	0.0848109	0.0977903	0.143445	0.022707	0.0296178	0.0294981	0.0386091	0.0555107	0.0218083	0.0415537	0.0617442	0.0377658	0.0210347	0.0371214	0.0392837	0.084886	0.024646	0.039624	0.0197749	0.0278675	0.0565648	0.0372944	0.0347889	3.205427
4040	-15804.4	-15817.4	12.9547	0.112054	0.109209	0.0856629	0.0975381	0.110075	0.0654005	0.1305	0.0883797	0.103617	0.142249	0.0832879	0.0877869	0.111035	0.0817499	0.111998	0.120576	0.118486	0.110981	0.127203	0.08411	0.128874	0.104064	0.178432	0.0289885	0.0246353	0.0341765	0.0579403	0.033211	0.0218083	0.0249194	0.0527995	0.041472	0.0153468	0.03645	0.0308634	0.070292	0.0125145	0.0396941	0.0362991	0.0435912	0.0432422	0.0191161	0.032812	3.193442
4050	-15795.8	-15809.1	13.3242	0.114426	0.0984672	0.0892368	0.100008	0.105031	0.0646372	0.122256	0.0794122	0.0827428	0.176791	0.0652991	0.0997689	0.107006	0.0934371	0.130534	0.125531	0.123508	0.128226	0.110099	0.0709688	0.0885295	0.0785618	0.172197	0.0307363	0.0338582	0.0232403	0.0424446	0.0402079	0.0175909	0.0186733	0.0593512	0.0548501	0.0243753	0.0365596	0.0317259	0.0789585	0.0155192	0.0355162	0.0351711	0.0375408	0.0479031	0.0235796	0.0420162	3.156492
4060	-15815.3	-15827.8	12.4935	0.12086	0.0868882	0.118953	0.125795	0.112188	0.064374	0.11649	0.0754471	0.0833404	0.167427	0.0711606	0.0662551	0.13926	0.110406	0.120812	0.134403	0.120903	0.107485	0.129013	0.0852786	0.0981028	0.094547	0.169875	0.0501321	0.013581	0.0370075	0.0561892	0.0253446	0.0209878	0.0149998	0.0453095	0.0388575	0.016195	0.0432963	0.0360341	0.0959316	0.0227627	0.0328394	0.0304356	0.0438997	0.0547328	0.0229687	0.0187866	3.239558
4070	-15804.2	-15816.6	12.4516	0.139685	0.0924398	0.109554	0.122162	0.125695	0.0858792	0.12536	0.0798519	0.0840181	0.177463	0.0916669	0.0805222	0.118251	0.0933345	0.107472	0.1187	0.120903	0.121896	0.100901	0.0827924	0.0881679	0.100277	0.171501	0.0322983	0.0277407	0.0223625	0.0468861	0.0274103	0.0191712	0.0195277	0.0484122	0.0330174	0.0475958	0.0643313	0.0344757	0.0807969	0.0165906	0.0243562	0.0261474	0.0379375	0.0353717	0.0265557	0.0342709	3.243748
4080	-15813	-15826.5	13.4736	0.125288	0.0949954	0.11211	0.10804	0.117301	0.0766523	0.1115	0.0696029	0.108769	0.121154	0.091387	0.0719434	0.101981	0.0813368	0.128788	0.111397	0.111563	0.110181	0.0985732	0.0931847	0.0942125	0.0799997	0.175713	0.0233565	0.0371359	0.0356208	0.0794032	0.0423392	0.0325373	0.0219088	0.0495543	0.0307367	0.0301296	0.0427537	0.0368189	0.0714999	0.0195805	0.0333895	0.0153665	0.0492554	0.0397037	0.0283376	0.0264518	3.141553
4090	-15804	-15816.5	12.5218	0.119011	0.117525	0.092716	0.100064	0.11963	0.100053	0.132947	0.079938	0.104167	0.18435	0.0781126	0.0789735	0.0962286	0.10893	0.101616	0.10706	0.124306	0.141316	0.0944656	0.0780443	0.103146	0.0803458	0.158418	0.0385488	0.0330498	0.0366633	0.0483937	0.0226305	0.0300789	0.0281731	0.0658916	0.0354375	0.0237604	0.0431358	0.0314906	0.0764372	0.0248748	0.0306597	0.0280414	0.0490355	0.0347791	0.0248801	0.0294068	3.23673
4100	-15803.5	-15816.4	12.9628	0.12169	0.120747	0.104839	0.090767	0.112914	0.067155	0.125275	0.079713	0.107498	0.173686	0.0653894	0.0851177	0.0891777	0.0987868	0.0987939	0.12811	0.121172	0.096427	0.117283	0.0678397	0.0705398	0.102038	0.178981	0.02509	0.0401649	0.0454478	0.0534674	0.0473789	0.0336134	0.0438605	0.0557893	0.0466922	0.0246063	0.0390204	0.0240775	0.066465	0.0189419	0.0350029	0.0336817	0.0461461	0.044817	0.0249418	0.0194807	3.192625
4110	-15799.9	-15812.5	12.5387	0.131993	0.104492	0.100771	0.110537	0.104521	0.0716289	0.116029	0.0714848	0.0834463	0.17261	0.0900651	0.089313	0.0919051	0.105678	0.129946	0.136065	0.116633	0.113945	0.11545	0.0806527	0.0911629	0.0948792	0.175628	0.0543556	0.0247981	0.0264337	0.0399773	0.0381105	0.0249407	0.0438605	0.0596206	0.0490177	0.0196508	0.0438894	0.0286254	0.0617505	0.020894	0.0307482	0.0235905	0.0376053	0.0481985	0.0230803	0.0370605	3.235043
4120	-15801.5	-15814.8	13.2899	0.11713	0.0926617	0.0892707	0.11062	0.121823	0.0789044	0.147086	0.0778675	0.0895257	0.170324	0.0709299	0.0914974	0.0965771	0.0804385	0.0967644	0.115862	0.123581	0.0916755	0.126932	0.0761355	0.103299	0.0798397	0.175628	0.0236687	0.0258834	0.0281156	0.0473045	0.0269611	0.0215534	0.0299137	0.0516386	0.058658	0.0114718	0.0462517	0.0430534	0.0839478	0.0175874	0.0437949	0.0287861	0.0445839	0.0320812	0.034187	0.0361077	3.159921
