Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
100	-15801.3	-15814.1	12.8318	0.139767	0.104983	0.0876476	0.106123	0.123237	0.0744458	0.118441	0.0771962	0.12263	0.194932	0.0808629	0.0778772	0.106558	0.0921514	0.11195	0.112185	0.136493	0.103324	0.118783	0.0932405	0.0954437	0.082101	0.145819	0.0335418	0.0255946	0.0561662	0.0197995	0.0298632	0.0243502	0.0311278	0.0252938	0.0756038	0.0273049	0.0291905	0.0350635	0.0544404	0.0201813	0.0374286	0.0551127	0.0232049	0.0423835	0.0380381	0.0158467	3.205729
110	-15811.8	-15825.3	13.4849	0.129699	0.0990135	0.0895762	0.104857	0.117447	0.0678693	0.112246	0.0937184	0.0874685	0.20935	0.0771744	0.0604033	0.109313	0.0921514	0.0961465	0.114857	0.106739	0.0930501	0.128646	0.0700406	0.0973055	0.0821107	0.146832	0.039222	0.0289991	0.059712	0.0346956	0.01968	0.02758	0.0436625	0.0278337	0.0735573	0.0267566	0.0482648	0.0283798	0.0566925	0.0114561	0.0482398	0.067921	0.0290521	0.0426722	0.0263032	0.013719	3.140414
120	-15815.5	-15828.7	13.1924	0.135618	0.102179	0.0742758	0.107483	0.110886	0.0765503	0.13147	0.075435	0.119296	0.149856	0.0923631	0.0751287	0.0790236	0.0860163	0.106847	0.143532	0.104326	0.105412	0.147955	0.0571853	0.0848188	0.0697552	0.161653	0.0252324	0.0262081	0.0380603	0.0371703	0.0243836	0.0242662	0.0260269	0.0419176	0.080015	0.0289882	0.0382587	0.0364326	0.0695717	0.0224355	0.0749345	0.0452346	0.0403749	0.0517416	0.0330484	0.00830287	3.16967
130	-15812.1	-15824.1	12.0028	0.122866	0.108219	0.0811103	0.116937	0.116532	0.0842067	0.114839	0.0788114	0.1045	0.172295	0.0832397	0.094163	0.0864761	0.0970789	0.106847	0.0980819	0.123658	0.104679	0.119419	0.070902	0.120803	0.0868377	0.198484	0.0230285	0.032267	0.0422247	0.017688	0.0308167	0.0170016	0.0475077	0.0288981	0.0794204	0.0329926	0.0386102	0.0424674	0.0661885	0.0308687	0.0421651	0.0656179	0.0597	0.06028	0.0257504	0.0141506	3.28863
140	-15806.6	-15820.6	14.0213	0.12265	0.0871997	0.0951903	0.0905429	0.128836	0.0756082	0.144038	0.0927693	0.0884101	0.166634	0.0698182	0.0790981	0.0778604	0.0834361	0.1102	0.110599	0.122834	0.104679	0.116496	0.0763641	0.0891427	0.074125	0.150912	0.0434285	0.0289573	0.0344338	0.0175951	0.0303944	0.0126967	0.0226576	0.0307151	0.0877668	0.0430905	0.0285902	0.0291399	0.0604912	0.0272519	0.0400788	0.0619871	0.046488	0.0372562	0.028004	0.0183133	3.086781
150	-15805.5	-15818.4	12.9269	0.147107	0.075093	0.0833471	0.118725	0.117042	0.0642912	0.123965	0.0808685	0.102381	0.160159	0.0789389	0.0912013	0.084746	0.113611	0.102059	0.124067	0.118953	0.120396	0.128665	0.0757677	0.0954229	0.0898356	0.166507	0.0388532	0.032436	0.0358964	0.014678	0.0236067	0.0402064	0.0216273	0.0305553	0.0625892	0.0442865	0.0437753	0.0398684	0.0637698	0.0200106	0.0479008	0.0506466	0.0308006	0.0519694	0.024945	0.0146497	3.19622
160	-15807.4	-15819.5	12.1317	0.120171	0.0776394	0.101314	0.125436	0.107082	0.0936199	0.123965	0.0773197	0.11501	0.151384	0.0806549	0.0773578	0.115749	0.115222	0.122883	0.113536	0.136111	0.101409	0.111393	0.0704175	0.0987297	0.0847454	0.166507	0.0213177	0.0328751	0.0466045	0.0408737	0.0299882	0.0276355	0.0370474	0.0255388	0.0872665	0.0417625	0.0327613	0.0334063	0.0640285	0.0364365	0.0559097	0.0458521	0.0241146	0.0517924	0.0327089	0.0201626	3.275739
170	-15807.4	-15820.5	13.042	0.133541	0.126609	0.0878081	0.130993	0.107153	0.0840911	0.127381	0.0773197	0.103531	0.189814	0.0697647	0.0929155	0.100654	0.0818549	0.113423	0.121762	0.114166	0.0922709	0.117512	0.0767661	0.0746753	0.0649838	0.156957	0.0335681	0.0192977	0.0485399	0.0446313	0.014386	0.0211214	0.0325354	0.0251851	0.0868911	0.0350418	0.0302506	0.0328113	0.0694171	0.0160218	0.0526731	0.0562536	0.024181	0.0513673	0.0262866	0.0183039	3.184711
180	-15810	-15822.4	12.3893	0.125445	0.101532	0.0893673	0.111613	0.107153	0.108537	0.116245	0.0919485	0.100723	0.184688	0.0727691	0.0738044	0.0912933	0.0933801	0.114009	0.129454	0.122619	0.0967917	0.137851	0.0792615	0.0744782	0.110049	0.16184	0.0352087	0.0295167	0.0395383	0.0511413	0.0197189	0.0159407	0.0275273	0.0347082	0.0803234	0.023573	0.0484226	0.0216349	0.0509851	0.0336394	0.0544804	0.071791	0.027458	0.0428064	0.0265894	0.0201276	3.249982
190	-15806.5	-15819.5	13.0538	0.120633	0.102424	0.092337	0.0975148	0.0910541	0.0751133	0.0980113	0.0718922	0.109544	0.175131	0.0929884	0.0769892	0.102943	0.104618	0.0994481	0.117616	0.102406	0.114468	0.13743	0.0832939	0.0938794	0.0782846	0.162836	0.0299295	0.0332767	0.0542528	0.0176479	0.0222699	0.0367293	0.0391404	0.0475241	0.0696238	0.0319285	0.0402384	0.0269845	0.0634095	0.0321218	0.0455948	0.0688706	0.0367389	0.0412861	0.0310402	0.0140692	3.183533
200	-15801.3	-15815.1	13.8014	0.125938	0.0964584	0.0901992	0.0964961	0.0972628	0.0979735	0.121568	0.0718922	0.0969672	0.152192	0.07473	0.072923	0.0963669	0.0872947	0.0986939	0.107563	0.121899	0.120572	0.116806	0.0734717	0.0768691	0.106413	0.167727	0.02939	0.0405545	0.0300774	0.0219023	0.0200984	0.0215996	0.0459348	0.0230018	0.0752212	0.0399544	0.0330408	0.0317024	0.0641456	0.0205561	0.0499511	0.0673182	0.0318913	0.0498878	0.0254587	0.0188037	3.108767
210	-15802.2	-15815.2	12.9254	0.149102	0.11633	0.108314	0.104366	0.114309	0.0752154	0.120924	0.0722393	0.0900817	0.149615	0.07473	0.082446	0.0901447	0.110234	0.101154	0.106007	0.119374	0.129175	0.120925	0.0691348	0.0840151	0.0834881	0.203016	0.0284383	0.0166549	0.0351886	0.0176689	0.0323135	0.0265726	0.0365871	0.0346646	0.0785978	0.039572	0.0445502	0.0237706	0.0536932	0.0234297	0.0400804	0.0597457	0.0414882	0.0488874	0.0285123	0.0116122	3.196367
220	-15808.8	-15820.9	12.1752	0.139054	0.111841	0.112082	0.112721	0.124265	0.0749603	0.129535	0.0885611	0.0789738	0.171241	0.0744637	0.0911262	0.0974723	0.108165	0.110646	0.106007	0.12159	0.129175	0.122068	0.0694598	0.115814	0.0819037	0.149455	0.040099	0.035979	0.0435534	0.0273612	0.0173851	0.0185203	0.0355827	0.0249103	0.0695705	0.0277581	0.0299911	0.0286174	0.0793929	0.0274477	0.0568905	0.0592025	0.0206101	0.0394699	0.0448705	0.0235963	3.271388
230	-15812.4	-15825	12.6	0.127242	0.106927	0.11141	0.11636	0.12647	0.0769262	0.144354	0.0829272	0.0954182	0.192039	0.0844392	0.0684558	0.0706994	0.0978439	0.113934	0.122703	0.123693	0.105858	0.103627	0.0927614	0.0705311	0.0824093	0.149085	0.0188576	0.0393244	0.0399	0.0226098	0.0228496	0.0393965	0.0420857	0.0409029	0.0695705	0.0449436	0.0399426	0.0315723	0.0614536	0.0268872	0.0459449	0.0501531	0.0398934	0.0458676	0.0280974	0.012539	3.228904
240	-15808.7	-15819.9	11.2101	0.102909	0.111908	0.11141	0.122279	0.12647	0.0755709	0.118202	0.0768408	0.10372	0.174391	0.0733868	0.0811923	0.104931	0.101049	0.117387	0.135801	0.160498	0.103434	0.151578	0.0667422	0.103776	0.0927778	0.178541	0.0222889	0.0411598	0.0484265	0.0121344	0.025869	0.0374058	0.036728	0.0243661	0.0931062	0.0396699	0.0359999	0.0379639	0.0534613	0.0241528	0.0539493	0.0587383	0.0234419	0.0575434	0.0238699	0.0228327	3.367902
250	-15801.1	-15813.4	12.3241	0.138205	0.104276	0.0912997	0.101081	0.0923891	0.0881741	0.138342	0.0830432	0.121525	0.157572	0.0808181	0.083207	0.111865	0.086989	0.117263	0.126256	0.102366	0.117068	0.133682	0.0852521	0.0803113	0.0820582	0.159688	0.0239413	0.0315177	0.0432301	0.0238085	0.0334393	0.035847	0.0385227	0.0419327	0.0783923	0.0342325	0.0404161	0.0318763	0.0527851	0.0342466	0.0502479	0.0563096	0.0334551	0.0484121	0.02622	0.0149316	3.256495
260	-15805.9	-15818.2	12.29	0.131163	0.118415	0.0901731	0.109296	0.135931	0.0796488	0.144664	0.0740894	0.116403	0.152738	0.0894822	0.0818436	0.0872352	0.0941886	0.13662	0.118567	0.143379	0.0964613	0.141774	0.0662382	0.0885025	0.104852	0.151751	0.031984	0.0372699	0.0375556	0.0167608	0.0119177	0.0193459	0.0352164	0.0326391	0.0635187	0.0504392	0.0344749	0.0216685	0.0607293	0.0253641	0.0505644	0.0473657	0.0290139	0.049451	0.0338011	0.0174163	3.259912
270	-15801.9	-15814.7	12.8148	0.11592	0.0951654	0.0912453	0.114786	0.108874	0.0991153	0.125465	0.0885248	0.127085	0.195246	0.0808337	0.098949	0.0977852	0.0963286	0.100402	0.12279	0.119848	0.119057	0.136507	0.0608125	0.0882129	0.0746149	0.151751	0.0444572	0.0347063	0.0387625	0.0210409	0.0125559	0.0294987	0.0342459	0.0375545	0.0791428	0.0340301	0.0390685	0.0387847	0.0389701	0.0320031	0.0367773	0.051215	0.0224473	0.0311189	0.0266172	0.0151167	3.207432
280	-15806.7	-15819.3	12.5908	0.120025	0.101859	0.103821	0.119648	0.0938662	0.101911	0.118923	0.0840625	0.092118	0.145734	0.0697237	0.0856598	0.106518	0.0846452	0.105889	0.138335	0.123186	0.123458	0.131136	0.0781645	0.106248	0.0664989	0.153619	0.0365594	0.0363829	0.0525746	0.0247792	0.0247059	0.0330208	0.0289565	0.0330116	0.0743675	0.0271414	0.0581465	0.023579	0.0525555	0.0430617	0.0680129	0.0464997	0.0203279	0.0491268	0.0276592	0.0143077	3.229826
290	-15812.1	-15823.6	11.4776	0.156689	0.115616	0.103821	0.102773	0.102592	0.104026	0.141799	0.0790991	0.0980933	0.183141	0.0697269	0.0894957	0.106518	0.114988	0.105667	0.107525	0.109021	0.126418	0.164818	0.0827564	0.0932838	0.0927881	0.142588	0.0347341	0.0176643	0.0508521	0.0316345	0.0166174	0.0289211	0.0283435	0.0299757	0.0813088	0.0260246	0.0363588	0.0231877	0.0520442	0.0275291	0.0589959	0.0743326	0.0365761	0.0382215	0.0228984	0.0316861	3.34115
300	-15792.4	-15805.1	12.7314	0.136183	0.108259	0.0892156	0.103865	0.109172	0.0771554	0.121802	0.0860476	0.0922511	0.165471	0.0894714	0.0735138	0.101521	0.0955718	0.110204	0.136807	0.119429	0.121922	0.127224	0.0754763	0.0945026	0.0823315	0.154668	0.0316934	0.0420116	0.0419118	0.0347012	0.0230928	0.0331566	0.0300674	0.0291727	0.0588423	0.0413266	0.0354996	0.0358836	0.0520442	0.0272109	0.0434602	0.0516245	0.0295876	0.0443636	0.0389825	0.0190681	3.215767
310	-15802.4	-15814.8	12.4268	0.124973	0.117132	0.0884535	0.11362	0.131048	0.0903515	0.126356	0.0757451	0.0997189	0.203169	0.0760177	0.0865352	0.107358	0.092692	0.121691	0.149933	0.113771	0.108956	0.110718	0.0751125	0.0854059	0.093127	0.156569	0.0383621	0.0286479	0.0388167	0.0119317	0.019873	0.0250919	0.026531	0.0369013	0.0936371	0.030826	0.0395668	0.0320078	0.0490497	0.0340893	0.0300531	0.0490302	0.0439729	0.0334873	0.0277969	0.00810022	3.246225
320	-15805	-15817.8	12.8553	0.115585	0.0920359	0.104876	0.10698	0.109374	0.0900901	0.124054	0.0745664	0.10271	0.161268	0.0760177	0.0911927	0.0894125	0.0937406	0.0934595	0.156286	0.116486	0.0998297	0.12529	0.105316	0.102517	0.075221	0.15526	0.0277987	0.0380095	0.0306506	0.0240525	0.0208078	0.0325835	0.0250374	0.0303642	0.0886575	0.0313914	0.0295218	0.0291866	0.0514213	0.0262152	0.0583299	0.0601221	0.0436918	0.0613845	0.0200104	0.0125723	3.203378
330	-15807.1	-15818.9	11.8433	0.12939	0.113801	0.104446	0.0875603	0.109358	0.093524	0.122489	0.0648222	0.0863781	0.160365	0.0779425	0.0873382	0.0964496	0.103727	0.115963	0.132648	0.129671	0.108616	0.137904	0.0714432	0.103246	0.0836647	0.189127	0.0571273	0.0249557	0.0621116	0.0212287	0.0285539	0.0400044	0.0220758	0.0330677	0.0664513	0.0367585	0.0441001	0.0375322	0.0367045	0.0274467	0.0483818	0.0634075	0.040506	0.0608992	0.0232187	0.0201742	3.304578
340	-15803.8	-15817.4	13.5864	0.131416	0.106685	0.0754789	0.104085	0.0998352	0.0865828	0.120813	0.0708112	0.103146	0.18853	0.0760385	0.0758868	0.0848275	0.0859031	0.1111	0.132648	0.115863	0.111914	0.098369	0.0717251	0.0914442	0.0802652	0.167999	0.0391175	0.0314309	0.0504771	0.00960963	0.0196421	0.032585	0.0242852	0.035547	0.0869975	0.0424593	0.0365284	0.0207188	0.0522764	0.0173192	0.0497604	0.0404516	0.054681	0.0625898	0.0203904	0.0120338	3.130267
350	-15801	-15814.4	13.3633	0.101816	0.0923117	0.086279	0.129046	0.12067	0.0798884	0.0901625	0.0773852	0.101036	0.155335	0.0760385	0.0837633	0.112466	0.0930902	0.11814	0.150199	0.12804	0.120519	0.123779	0.0720035	0.0930626	0.0802805	0.153657	0.0382996	0.0377387	0.0458994	0.0217429	0.0202584	0.0248035	0.0331358	0.0254799	0.0788473	0.0310944	0.036052	0.0396983	0.0354672	0.0249204	0.0466987	0.0497331	0.0332899	0.0416659	0.0387627	0.0100201	3.152578
360	-15805.8	-15818.3	12.5186	0.12341	0.121774	0.0846102	0.105981	0.120904	0.0790341	0.115685	0.104599	0.0962754	0.168234	0.0828648	0.0789554	0.109349	0.106423	0.115194	0.119704	0.154521	0.0911342	0.107348	0.0816084	0.084318	0.0872165	0.186368	0.0295895	0.0386029	0.0328438	0.0289001	0.0174339	0.0332741	0.0356807	0.0268141	0.0635903	0.0380606	0.0462237	0.0218377	0.0542438	0.0300389	0.0479804	0.0411745	0.0302774	0.0508783	0.0248765	0.0192137	3.237044
370	-15801.2	-15813.9	12.6443	0.141485	0.102176	0.101272	0.104848	0.102765	0.0968849	0.110539	0.0611117	0.0925449	0.193765	0.0729626	0.0848347	0.113291	0.104863	0.103249	0.125469	0.122044	0.111316	0.129488	0.0777198	0.102073	0.0760225	0.162131	0.0409602	0.0429199	0.0436617	0.0155847	0.0129318	0.0200461	0.0308743	0.0398947	0.0603864	0.0361277	0.0396093	0.0397219	0.0385783	0.0273323	0.063942	0.04451	0.0370541	0.058942	0.0219265	0.0166152	3.224473
380	-15800.3	-15813.3	12.9533	0.126402	0.100776	0.0882584	0.125209	0.0961679	0.0843429	0.139114	0.0697665	0.103566	0.174093	0.0718667	0.079129	0.0826045	0.0932405	0.118095	0.123838	0.114345	0.12654	0.105117	0.0655989	0.100746	0.0892475	0.19306	0.0334338	0.0390151	0.0600068	0.0142128	0.0284374	0.0317762	0.0348916	0.032681	0.0710556	0.0287854	0.0337318	0.0322463	0.0437378	0.0169112	0.0527187	0.0494546	0.0282877	0.0481665	0.0220571	0.0208533	3.193582
390	-15801.2	-15814.5	13.2835	0.113926	0.115578	0.0832568	0.0942513	0.128922	0.0782677	0.141968	0.0876979	0.0996709	0.163389	0.0705493	0.0747726	0.094598	0.0927287	0.118676	0.110655	0.0898056	0.109529	0.135668	0.0744851	0.0930886	0.0850361	0.162554	0.039949	0.0348853	0.0381447	0.026328	0.0296437	0.027768	0.0373928	0.0198553	0.0956994	0.0344725	0.0345313	0.0249722	0.0367279	0.0252952	0.0452525	0.0572008	0.0248655	0.0566449	0.0328283	0.0190244	3.160557
400	-15800.5	-15813.9	13.3896	0.122285	0.096692	0.0869577	0.0971045	0.105842	0.0896811	0.119723	0.0900405	0.0782991	0.170135	0.0963102	0.100631	0.091296	0.101575	0.12368	0.109077	0.111437	0.112582	0.118455	0.0772699	0.0704422	0.0724148	0.169138	0.0286345	0.0229593	0.0468323	0.0324851	0.029008	0.0270558	0.0372618	0.0216474	0.0728512	0.0470035	0.0414827	0.025289	0.0415188	0.0332414	0.0414387	0.0511263	0.041613	0.0509716	0.0295242	0.0169302	3.149945
410	-15802.1	-15815	12.8942	0.122155	0.103219	0.0864877	0.1013	0.0897186	0.0840452	0.112953	0.0769384	0.0855978	0.162209	0.0727385	0.0865698	0.108835	0.104376	0.105251	0.117413	0.119832	0.112582	0.12779	0.0852153	0.0959326	0.0843677	0.170267	0.0372094	0.0484268	0.0571441	0.0221334	0.0235058	0.0372644	0.0434066	0.0315197	0.0849192	0.0316826	0.0403122	0.0328134	0.0394088	0.015639	0.0532848	0.0657945	0.0291095	0.0492072	0.023469	0.0174384	3.199484
420	-15808.1	-15820.7	12.6331	0.116996	0.125227	0.0884602	0.119392	0.111131	0.0840452	0.150076	0.0721405	0.0992799	0.169144	0.0833798	0.077567	0.109821	0.118156	0.102054	0.133784	0.139974	0.0843088	0.116705	0.0737513	0.0876927	0.0928355	0.152072	0.0382994	0.0227781	0.0478021	0.0162399	0.0175101	0.0290244	0.0229004	0.0235825	0.0744208	0.0518664	0.0229228	0.0313284	0.0425395	0.0186743	0.065606	0.0577986	0.0435494	0.037605	0.0369668	0.0161921	3.2256
430	-15804.4	-15816.3	11.8995	0.116996	0.105233	0.10846	0.090773	0.118029	0.0887801	0.112882	0.074598	0.10827	0.165004	0.0832541	0.097749	0.0960874	0.112516	0.118489	0.120206	0.128642	0.133748	0.133786	0.0697899	0.102971	0.0732826	0.157757	0.051639	0.0366887	0.0357651	0.0191752	0.0182462	0.0316975	0.0407112	0.0231283	0.111946	0.0362946	0.0312061	0.0419425	0.0394408	0.0318508	0.0562074	0.0531675	0.03699	0.0381339	0.0246865	0.0227397	3.29896
440	-15806.2	-15817.7	11.5339	0.128712	0.108541	0.101735	0.0865538	0.11843	0.0840096	0.113058	0.0823453	0.107484	0.174611	0.0786142	0.0949269	0.0989481	0.0883181	0.116328	0.133255	0.117793	0.13263	0.136737	0.0713376	0.0795063	0.111841	0.190041	0.051639	0.0233838	0.0386012	0.0269238	0.0319649	0.0293366	0.0432308	0.0367256	0.0852589	0.0437354	0.0347473	0.0337424	0.0335239	0.0325753	0.0337069	0.0565042	0.0334741	0.0488864	0.036876	0.0249248	3.335515
450	-15796.6	-15810.1	13.4464	0.116056	0.109247	0.0931916	0.0922842	0.121839	0.0914162	0.119787	0.0888916	0.0998053	0.162141	0.0766446	0.0918572	0.101825	0.0989811	0.103836	0.106712	0.112763	0.116894	0.112938	0.0635996	0.0820111	0.0890161	0.158161	0.0340765	0.0249783	0.0482869	0.0288842	0.0138053	0.0276808	0.0279432	0.027754	0.0813704	0.0405033	0.0275852	0.0432732	0.0434421	0.0318998	0.0434627	0.0452535	0.040039	0.0488864	0.0214483	0.0338017	3.144273
460	-15808	-15820.5	12.5635	0.123471	0.0980782	0.105325	0.0955167	0.122253	0.0765523	0.130748	0.0895565	0.0805097	0.150085	0.0865852	0.0786514	0.079808	0.112969	0.102556	0.117699	0.113541	0.125274	0.135405	0.0771193	0.0802272	0.0966381	0.155385	0.0403896	0.0387337	0.0537263	0.0346307	0.0239774	0.0212839	0.0177309	0.0383178	0.0814773	0.0405033	0.0274722	0.0180512	0.0595287	0.0344529	0.0664442	0.0736619	0.0264875	0.0387851	0.0318336	0.0311183	3.232559
470	-15803.1	-15816.2	13.0859	0.123471	0.102737	0.0894972	0.127509	0.105511	0.087414	0.125769	0.0892133	0.0908936	0.162384	0.0788142	0.0766396	0.0964965	0.0837873	0.131378	0.120455	0.113588	0.0998071	0.127642	0.0689462	0.12099	0.091958	0.169383	0.0322737	0.0285884	0.0303573	0.0229534	0.0118893	0.0414519	0.0360075	0.029894	0.066915	0.0319313	0.0292982	0.0185186	0.0373608	0.0232681	0.0460601	0.0591204	0.0407785	0.0420625	0.0348385	0.0324685	3.180319
480	-15808.4	-15820.3	11.894	0.122586	0.105327	0.107348	0.108141	0.108883	0.096138	0.129505	0.0867749	0.106847	0.168581	0.0794721	0.0712104	0.0726282	0.122454	0.113656	0.155393	0.129284	0.115567	0.103392	0.094819	0.103768	0.0922717	0.158765	0.036547	0.0322007	0.0800625	0.0266313	0.0146386	0.0192848	0.0257513	0.0504044	0.0674287	0.0456816	0.0375925	0.0300961	0.0448396	0.02577	0.0424284	0.0553615	0.03168	0.0412472	0.0223075	0.0167462	3.299512
