Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
40	0	-15813.5	-15826	12.5285	0.127428	0.0873953	0.107605	0.0832223	0.123695	0.074384	0.153517	0.0749428	0.107353	0.14611	0.0763384	0.0829512	0.108454	0.0883375	0.103816	0.107194	0.147422	0.1106	0.13855	0.0512699	0.0915547	0.0969987	0.174817	0.0165431	0.040436	0.037293	0.0490956	0.0517244	0.0179856	0.0296913	0.035733	0.0457509	0.0364856	0.0606693	0.0169788	0.0865785	0.021825	0.0388666	0.0266045	0.0436978	0.0481722	0.0343261	0.0336492	3.236061
41	1	-15801.3	-15815.1	13.8014	0.125938	0.0964584	0.0901992	0.0964961	0.0972628	0.0979735	0.121568	0.0718922	0.0969672	0.152192	0.07473	0.072923	0.0963669	0.0872947	0.0986939	0.107563	0.121899	0.120572	0.116806	0.0734717	0.0768691	0.106413	0.167727	0.02939	0.0405545	0.0300774	0.0219023	0.0200984	0.0215996	0.0459348	0.0230018	0.0752212	0.0399544	0.0330408	0.0317024	0.0641456	0.0205561	0.0499511	0.0673182	0.0318913	0.0498878	0.0254587	0.0188037	3.108767
42	0	-15805	-15816.6	11.6489	0.141714	0.101802	0.0938925	0.0907876	0.117536	0.0784686	0.132664	0.0777738	0.0909615	0.184436	0.0978482	0.0755819	0.123004	0.114968	0.107967	0.153213	0.123923	0.124456	0.122069	0.0893372	0.0789647	0.0920629	0.167186	0.0351232	0.0293972	0.0207426	0.0494771	0.0356723	0.0108895	0.0316714	0.0500364	0.0415678	0.0394274	0.0391122	0.0339818	0.0988097	0.0198026	0.0342616	0.0406403	0.0257452	0.0546889	0.0257545	0.0265983	3.324014
43	1	-15802.2	-15815.2	12.9254	0.149102	0.11633	0.108314	0.104366	0.114309	0.0752154	0.120924	0.0722393	0.0900817	0.149615	0.07473	0.082446	0.0901447	0.110234	0.101154	0.106007	0.119374	0.129175	0.120925	0.0691348	0.0840151	0.0834881	0.203016	0.0284383	0.0166549	0.0351886	0.0176689	0.0323135	0.0265726	0.0365871	0.0346646	0.0785978	0.039572	0.0445502	0.0237706	0.0536932	0.0234297	0.0400804	0.0597457	0.0414882	0.0488874	0.0285123	0.0116122	3.196367
44	0	-15806	-15818.8	12.8118	0.116796	0.0922556	0.100011	0.107896	0.113759	0.0658049	0.107241	0.0845426	0.097218	0.167036	0.0914579	0.0921878	0.1004	0.100149	0.126147	0.115491	0.126318	0.102242	0.135629	0.056659	0.0966492	0.0678696	0.186363	0.0167595	0.0356337	0.0279749	0.039271	0.0484085	0.018035	0.0266647	0.0624704	0.0402393	0.0367273	0.0428846	0.0308112	0.0970203	0.0120721	0.041489	0.0252943	0.032499	0.0649655	0.0217885	0.0365928	3.207724
45	1	-15808.8	-15820.9	12.1752	0.139054	0.111841	0.112082	0.112721	0.124265	0.0749603	0.129535	0.0885611	0.0789738	0.171241	0.0744637	0.0911262	0.0974723	0.108165	0.110646	0.106007	0.12159	0.129175	0.122068	0.0694598	0.115814	0.0819037	0.149455	0.040099	0.035979	0.0435534	0.0273612	0.0173851	0.0185203	0.0355827	0.0249103	0.0695705	0.0277581	0.0299911	0.0286174	0.0793929	0.0274477	0.0568905	0.0592025	0.0206101	0.0394699	0.0448705	0.0235963	3.271388
46	0	-15804.4	-15817.1	12.7359	0.137552	0.0847253	0.0974616	0.105611	0.108022	0.0885086	0.128507	0.0858999	0.0843027	0.159711	0.0978999	0.0849258	0.106367	0.0967373	0.0945931	0.120135	0.126995	0.102419	0.132769	0.0671854	0.0919847	0.0863058	0.146569	0.0319458	0.0312315	0.0285751	0.0464976	0.0612142	0.0223678	0.0213595	0.0742829	0.0535395	0.0291223	0.0428846	0.039327	0.0894156	0.0146511	0.0365727	0.0187594	0.039813	0.0358393	0.0319151	0.030818	3.215319
47	1	-15812.4	-15825	12.6	0.127242	0.106927	0.11141	0.11636	0.12647	0.0769262	0.144354	0.0829272	0.0954182	0.192039	0.0844392	0.0684558	0.0706994	0.0978439	0.113934	0.122703	0.123693	0.105858	0.103627	0.0927614	0.0705311	0.0824093	0.149085	0.0188576	0.0393244	0.0399	0.0226098	0.0228496	0.0393965	0.0420857	0.0409029	0.0695705	0.0449436	0.0399426	0.0315723	0.0614536	0.0268872	0.0459449	0.0501531	0.0398934	0.0458676	0.0280974	0.012539	3.228904
48	0	-15801.3	-15813.7	12.4052	0.138217	0.0928634	0.0985143	0.0907038	0.122852	0.0834204	0.127768	0.0915365	0.105361	0.198233	0.0744734	0.0671475	0.0931051	0.114568	0.106181	0.129285	0.117083	0.112844	0.122493	0.0800607	0.0952672	0.0743031	0.166774	0.0383656	0.0354865	0.0265954	0.044529	0.0420432	0.0209042	0.023803	0.056439	0.0553885	0.0186769	0.0421317	0.0310967	0.0878529	0.0134162	0.0357651	0.017157	0.0396352	0.0390993	0.0432921	0.0336607	3.248393
49	1	-15808.7	-15819.9	11.2101	0.102909	0.111908	0.11141	0.122279	0.12647	0.0755709	0.118202	0.0768408	0.10372	0.174391	0.0733868	0.0811923	0.104931	0.101049	0.117387	0.135801	0.160498	0.103434	0.151578	0.0667422	0.103776	0.0927778	0.178541	0.0222889	0.0411598	0.0484265	0.0121344	0.025869	0.0374058	0.036728	0.0243661	0.0931062	0.0396699	0.0359999	0.0379639	0.0534613	0.0241528	0.0539493	0.0587383	0.0234419	0.0575434	0.0238699	0.0228327	3.367902
50	0	-15807.4	-15820	12.5588	0.154188	0.113804	0.0880438	0.0843377	0.127173	0.0846089	0.0938441	0.0871285	0.0906642	0.158438	0.0677917	0.0820561	0.0833904	0.0914076	0.113185	0.136339	0.113018	0.123931	0.1201	0.0824467	0.0950688	0.0875801	0.204852	0.0167292	0.0343399	0.0279122	0.0478611	0.0432408	0.02578	0.0160893	0.0626307	0.0456531	0.0220525	0.0348979	0.0433683	0.0987322	0.0211531	0.0513522	0.0257454	0.041642	0.039891	0.0257735	0.0247871	3.233028
51	1	-15801.1	-15813.4	12.3241	0.138205	0.104276	0.0912997	0.101081	0.0923891	0.0881741	0.138342	0.0830432	0.121525	0.157572	0.0808181	0.083207	0.111865	0.086989	0.117263	0.126256	0.102366	0.117068	0.133682	0.0852521	0.0803113	0.0820582	0.159688	0.0239413	0.0315177	0.0432301	0.0238085	0.0334393	0.035847	0.0385227	0.0419327	0.0783923	0.0342325	0.0404161	0.0318763	0.0527851	0.0342466	0.0502479	0.0563096	0.0334551	0.0484121	0.02622	0.0149316	3.256495
52	0	-15799.3	-15811.5	12.2158	0.132195	0.100391	0.11453	0.090917	0.0972458	0.0825567	0.12568	0.0883332	0.0971501	0.174186	0.0649445	0.0846543	0.104051	0.107643	0.101809	0.136922	0.138775	0.123931	0.120573	0.0805104	0.0950688	0.0866292	0.205224	0.0296958	0.026834	0.0206603	0.0590357	0.0432248	0.0199285	0.0246977	0.0516974	0.0417025	0.033819	0.0393784	0.0164494	0.0849167	0.016453	0.041855	0.0281148	0.0360272	0.0430671	0.0175218	0.0383269	3.267327
53	1	-15805.9	-15818.2	12.29	0.131163	0.118415	0.0901731	0.109296	0.135931	0.0796488	0.144664	0.0740894	0.116403	0.152738	0.0894822	0.0818436	0.0872352	0.0941886	0.13662	0.118567	0.143379	0.0964613	0.141774	0.0662382	0.0885025	0.104852	0.151751	0.031984	0.0372699	0.0375556	0.0167608	0.0119177	0.0193459	0.0352164	0.0326391	0.0635187	0.0504392	0.0344749	0.0216685	0.0607293	0.0253641	0.0505644	0.0473657	0.0290139	0.049451	0.0338011	0.0174163	3.259912
54	0	-15808.9	-15821.2	12.3365	0.132008	0.098076	0.102815	0.121678	0.0923885	0.0900941	0.128137	0.0876705	0.115931	0.154537	0.0823603	0.088936	0.125969	0.113304	0.124201	0.111372	0.135999	0.123363	0.11465	0.0820661	0.0973534	0.0730094	0.159183	0.0211303	0.0171176	0.0376702	0.0328081	0.0400211	0.0160432	0.0119748	0.0430538	0.049436	0.0372354	0.0532617	0.0271087	0.105025	0.0225372	0.034435	0.0303775	0.0298033	0.039085	0.0231284	0.0289028	3.255255
55	1	-15801.9	-15814.7	12.8148	0.11592	0.0951654	0.0912453	0.114786	0.108874	0.0991153	0.125465	0.0885248	0.127085	0.195246	0.0808337	0.098949	0.0977852	0.0963286	0.100402	0.12279	0.119848	0.119057	0.136507	0.0608125	0.0882129	0.0746149	0.151751	0.0444572	0.0347063	0.0387625	0.0210409	0.0125559	0.0294987	0.0342459	0.0375545	0.0791428	0.0340301	0.0390685	0.0387847	0.0389701	0.0320031	0.0367773	0.051215	0.0224473	0.0311189	0.0266172	0.0151167	3.207432
56	0	-15803.6	-15817.6	13.9744	0.132413	0.0887109	0.0991323	0.0889282	0.106627	0.063804	0.0980004	0.0641915	0.0867722	0.157429	0.0747661	0.091073	0.101945	0.0931282	0.111121	0.132846	0.115808	0.126417	0.109514	0.0681556	0.0937209	0.0895056	0.160114	0.0349164	0.0289399	0.0365566	0.0586553	0.0314227	0.00786919	0.0344599	0.0542976	0.0592901	0.0202677	0.0500559	0.0316914	0.0832825	0.0228463	0.0381985	0.0212452	0.0259556	0.0366856	0.0296165	0.0310946	3.09147
57	1	-15806.7	-15819.3	12.5908	0.120025	0.101859	0.103821	0.119648	0.0938662	0.101911	0.118923	0.0840625	0.092118	0.145734	0.0697237	0.0856598	0.106518	0.0846452	0.105889	0.138335	0.123186	0.123458	0.131136	0.0781645	0.106248	0.0664989	0.153619	0.0365594	0.0363829	0.0525746	0.0247792	0.0247059	0.0330208	0.0289565	0.0330116	0.0743675	0.0271414	0.0581465	0.023579	0.0525555	0.0430617	0.0680129	0.0464997	0.0203279	0.0491268	0.0276592	0.0143077	3.229826
58	0	-15802	-15816	14.013	0.123384	0.0816987	0.0932134	0.10449	0.116152	0.0858788	0.127728	0.0876174	0.0867722	0.150254	0.0747661	0.0853522	0.100335	0.0931305	0.115884	0.112107	0.142433	0.112311	0.11096	0.0655676	0.0823049	0.0745387	0.165468	0.0157468	0.0240057	0.0292144	0.0520373	0.0427555	0.0169468	0.0214103	0.0402292	0.0421396	0.0185287	0.0501377	0.0346741	0.110061	0.010831	0.0383012	0.0238401	0.0347822	0.0366544	0.026262	0.0267064	3.087609
59	1	-15812.1	-15823.6	11.4776	0.156689	0.115616	0.103821	0.102773	0.102592	0.104026	0.141799	0.0790991	0.0980933	0.183141	0.0697269	0.0894957	0.106518	0.114988	0.105667	0.107525	0.109021	0.126418	0.164818	0.0827564	0.0932838	0.0927881	0.142588	0.0347341	0.0176643	0.0508521	0.0316345	0.0166174	0.0289211	0.0283435	0.0299757	0.0813088	0.0260246	0.0363588	0.0231877	0.0520442	0.0275291	0.0589959	0.0743326	0.0365761	0.0382215	0.0228984	0.0316861	3.34115
60	0	-15811.1	-15823.9	12.7839	0.123139	0.0884644	0.11701	0.0905743	0.103755	0.106668	0.137675	0.0754323	0.0737983	0.18667	0.0926926	0.0849356	0.108572	0.0948842	0.121951	0.107273	0.136041	0.107367	0.11184	0.0693619	0.0819758	0.0977049	0.164976	0.022913	0.0259901	0.0214039	0.050747	0.0581868	0.0267673	0.00721386	0.0588702	0.0389219	0.0241202	0.0501377	0.0399301	0.110764	0.00880803	0.0419963	0.0270776	0.0279341	0.0366544	0.0190729	0.0302496	3.210521
61	1	-15792.4	-15805.1	12.7314	0.136183	0.108259	0.0892156	0.103865	0.109172	0.0771554	0.121802	0.0860476	0.0922511	0.165471	0.0894714	0.0735138	0.101521	0.0955718	0.110204	0.136807	0.119429	0.121922	0.127224	0.0754763	0.0945026	0.0823315	0.154668	0.0316934	0.0420116	0.0419118	0.0347012	0.0230928	0.0331566	0.0300674	0.0291727	0.0588423	0.0413266	0.0354996	0.0358836	0.0520442	0.0272109	0.0434602	0.0516245	0.0295876	0.0443636	0.0389825	0.0190681	3.215767
62	0	-15816.5	-15829	12.5344	0.111606	0.0896775	0.120763	0.0826763	0.109248	0.0738273	0.14824	0.086282	0.0766973	0.144404	0.0748598	0.0824415	0.0988203	0.0932957	0.106757	0.146516	0.123325	0.0898769	0.126507	0.0748163	0.0919705	0.0933518	0.173166	0.0344613	0.0356428	0.0246378	0.0374399	0.0522274	0.0469128	0.022856	0.0600493	0.0445874	0.0161972	0.0484037	0.0320369	0.11363	0.0311958	0.0364016	0.0220174	0.0419058	0.0489178	0.0359745	0.0308475	3.235469
63	1	-15802.4	-15814.8	12.4268	0.124973	0.117132	0.0884535	0.11362	0.131048	0.0903515	0.126356	0.0757451	0.0997189	0.203169	0.0760177	0.0865352	0.107358	0.092692	0.121691	0.149933	0.113771	0.108956	0.110718	0.0751125	0.0854059	0.093127	0.156569	0.0383621	0.0286479	0.0388167	0.0119317	0.019873	0.0250919	0.026531	0.0369013	0.0936371	0.030826	0.0395668	0.0320078	0.0490497	0.0340893	0.0300531	0.0490302	0.0439729	0.0334873	0.0277969	0.00810022	3.246225
64	0	-15800.6	-15813.1	12.5755	0.128945	0.0771089	0.0918656	0.103397	0.0970337	0.0887771	0.129815	0.0774662	0.101679	0.150819	0.0786741	0.0892198	0.101432	0.0884973	0.106044	0.11405	0.121192	0.138088	0.130964	0.0860579	0.0969481	0.0787949	0.173166	0.0285481	0.0346908	0.0348238	0.0457744	0.0425437	0.0158562	0.0226946	0.0520488	0.0545585	0.0432119	0.0463731	0.0361946	0.0950287	0.0208697	0.0358737	0.033362	0.0358914	0.0380955	0.0331894	0.0316915	3.231354
65	1	-15805	-15817.8	12.8553	0.115585	0.0920359	0.104876	0.10698	0.109374	0.0900901	0.124054	0.0745664	0.10271	0.161268	0.0760177	0.0911927	0.0894125	0.0937406	0.0934595	0.156286	0.116486	0.0998297	0.12529	0.105316	0.102517	0.075221	0.15526	0.0277987	0.0380095	0.0306506	0.0240525	0.0208078	0.0325835	0.0250374	0.0303642	0.0886575	0.0313914	0.0295218	0.0291866	0.0514213	0.0262152	0.0583299	0.0601221	0.0436918	0.0613845	0.0200104	0.0125723	3.203378
66	0	-15805.7	-15817.9	12.1117	0.141146	0.0958899	0.118427	0.119733	0.129513	0.0894407	0.105065	0.0918508	0.107555	0.156311	0.0845257	0.0682337	0.103196	0.100994	0.121689	0.128383	0.137156	0.131155	0.099228	0.0797409	0.0854242	0.082268	0.173166	0.0193109	0.0296866	0.0365114	0.0547446	0.0464983	0.0255623	0.0107933	0.0472963	0.0473077	0.0216277	0.0485808	0.0283921	0.0876418	0.029217	0.028812	0.0277483	0.0284611	0.0477	0.0222641	0.0394915	3.277738
67	1	-15807.1	-15818.9	11.8433	0.12939	0.113801	0.104446	0.0875603	0.109358	0.093524	0.122489	0.0648222	0.0863781	0.160365	0.0779425	0.0873382	0.0964496	0.103727	0.115963	0.132648	0.129671	0.108616	0.137904	0.0714432	0.103246	0.0836647	0.189127	0.0571273	0.0249557	0.0621116	0.0212287	0.0285539	0.0400044	0.0220758	0.0330677	0.0664513	0.0367585	0.0441001	0.0375322	0.0367045	0.0274467	0.0483818	0.0634075	0.040506	0.0608992	0.0232187	0.0201742	3.304578
68	0	-15803.2	-15815.6	12.4217	0.124089	0.101342	0.0868324	0.0903914	0.129513	0.0883981	0.132251	0.0770767	0.101264	0.189093	0.0841304	0.110221	0.0905323	0.101923	0.134858	0.129864	0.112228	0.112366	0.111618	0.075529	0.104638	0.0839282	0.144196	0.0260169	0.0349577	0.0275313	0.0427994	0.0343014	0.0321695	0.0191271	0.0450292	0.0424152	0.0274172	0.0561138	0.0360749	0.0958248	0.0106155	0.0375059	0.0271244	0.0328105	0.0373739	0.0297613	0.0354776	3.246733
69	1	-15803.8	-15817.4	13.5864	0.131416	0.106685	0.0754789	0.104085	0.0998352	0.0865828	0.120813	0.0708112	0.103146	0.18853	0.0760385	0.0758868	0.0848275	0.0859031	0.1111	0.132648	0.115863	0.111914	0.098369	0.0717251	0.0914442	0.0802652	0.167999	0.0391175	0.0314309	0.0504771	0.00960963	0.0196421	0.032585	0.0242852	0.035547	0.0869975	0.0424593	0.0365284	0.0207188	0.0522764	0.0173192	0.0497604	0.0404516	0.054681	0.0625898	0.0203904	0.0120338	3.130267
70	0	-15816.3	-15829.1	12.8055	0.125847	0.101249	0.0945449	0.0903914	0.0969824	0.0994392	0.113548	0.0774193	0.0954093	0.167751	0.0961614	0.0852625	0.113224	0.0868549	0.104587	0.126371	0.132737	0.117563	0.131903	0.0640386	0.0985703	0.0781164	0.185324	0.0190992	0.0239141	0.0163242	0.0446333	0.0481795	0.0286333	0.0382678	0.0569627	0.0389936	0.0398423	0.0549884	0.0316092	0.0695927	0.00368514	0.0253412	0.0332907	0.0494287	0.0385302	0.0463059	0.0174414	3.208357
71	1	-15801	-15814.4	13.3633	0.101816	0.0923117	0.086279	0.129046	0.12067	0.0798884	0.0901625	0.0773852	0.101036	0.155335	0.0760385	0.0837633	0.112466	0.0930902	0.11814	0.150199	0.12804	0.120519	0.123779	0.0720035	0.0930626	0.0802805	0.153657	0.0382996	0.0377387	0.0458994	0.0217429	0.0202584	0.0248035	0.0331358	0.0254799	0.0788473	0.0310944	0.036052	0.0396983	0.0354672	0.0249204	0.0466987	0.0497331	0.0332899	0.0416659	0.0387627	0.0100201	3.152578
72	0	-15805.2	-15818.3	13.0688	0.133814	0.0883949	0.107818	0.0787422	0.101263	0.0896942	0.132608	0.0946804	0.0835769	0.161748	0.10387	0.069144	0.112752	0.103896	0.103321	0.124514	0.110572	0.116021	0.123093	0.0829907	0.084789	0.0868858	0.175581	0.0284666	0.0289871	0.0284629	0.0499305	0.0373302	0.0339326	0.0192286	0.0487669	0.0396474	0.0177097	0.0570281	0.030327	0.104511	0.00460508	0.0347527	0.0137339	0.0327012	0.0468386	0.0252221	0.0300776	3.182028
73	1	-15805.8	-15818.3	12.5186	0.12341	0.121774	0.0846102	0.105981	0.120904	0.0790341	0.115685	0.104599	0.0962754	0.168234	0.0828648	0.0789554	0.109349	0.106423	0.115194	0.119704	0.154521	0.0911342	0.107348	0.0816084	0.084318	0.0872165	0.186368	0.0295895	0.0386029	0.0328438	0.0289001	0.0174339	0.0332741	0.0356807	0.0268141	0.0635903	0.0380606	0.0462237	0.0218377	0.0542438	0.0300389	0.0479804	0.0411745	0.0302774	0.0508783	0.0248765	0.0192137	3.237044
74	0	-15808.6	-15820.5	11.8315	0.118494	0.0881163	0.0913964	0.0933335	0.110385	0.067339	0.132608	0.0777921	0.0822291	0.175796	0.0902788	0.0929655	0.108489	0.108128	0.11738	0.149916	0.141295	0.134316	0.126841	0.0812907	0.102279	0.0833411	0.169976	0.0415819	0.0360224	0.0262608	0.0511039	0.0436605	0.0209163	0.0188645	0.0565183	0.0619049	0.0293323	0.0574221	0.0200202	0.0769685	0.00883375	0.0465953	0.0172444	0.0319011	0.0368112	0.0472682	0.0325448	3.305761
75	1	-15801.2	-15813.9	12.6443	0.141485	0.102176	0.101272	0.104848	0.102765	0.0968849	0.110539	0.0611117	0.0925449	0.193765	0.0729626	0.0848347	0.113291	0.104863	0.103249	0.125469	0.122044	0.111316	0.129488	0.0777198	0.102073	0.0760225	0.162131	0.0409602	0.0429199	0.0436617	0.0155847	0.0129318	0.0200461	0.0308743	0.0398947	0.0603864	0.0361277	0.0396093	0.0397219	0.0385783	0.0273323	0.063942	0.04451	0.0370541	0.058942	0.0219265	0.0166152	3.224473
76	0	-15808.7	-15821.7	13.0085	0.141563	0.0979537	0.103868	0.0923624	0.120288	0.101291	0.110365	0.0653044	0.0790497	0.159962	0.0802356	0.0755197	0.113181	0.0825569	0.0871344	0.14838	0.128412	0.106555	0.136815	0.0698389	0.0934161	0.0704754	0.172176	0.0263769	0.0252924	0.0185315	0.0411936	0.0446081	0.0140708	0.01746	0.0549574	0.0631554	0.0311953	0.0759477	0.0297564	0.0803402	0.0243071	0.0339741	0.0236042	0.0345955	0.0565504	0.0248843	0.0305532	3.188057
77	1	-15800.3	-15813.3	12.9533	0.126402	0.100776	0.0882584	0.125209	0.0961679	0.0843429	0.139114	0.0697665	0.103566	0.174093	0.0718667	0.079129	0.0826045	0.0932405	0.118095	0.123838	0.114345	0.12654	0.105117	0.0655989	0.100746	0.0892475	0.19306	0.0334338	0.0390151	0.0600068	0.0142128	0.0284374	0.0317762	0.0348916	0.032681	0.0710556	0.0287854	0.0337318	0.0322463	0.0437378	0.0169112	0.0527187	0.0494546	0.0282877	0.0481665	0.0220571	0.0208533	3.193582
78	0	-15819.6	-15832.8	13.1321	0.117511	0.11343	0.101983	0.0943093	0.101976	0.0758057	0.153474	0.0913286	0.0879448	0.145821	0.0603666	0.105258	0.0888583	0.0910387	0.107033	0.112133	0.115581	0.118311	0.120561	0.0480663	0.082637	0.0905115	0.157686	0.0267043	0.0318774	0.0197057	0.0605568	0.0537933	0.0131173	0.0104314	0.0472719	0.0524521	0.0337593	0.0716549	0.0256142	0.0913509	0.0155218	0.0403433	0.0178017	0.0471149	0.0609778	0.0325026	0.0415189	3.175695
79	1	-15801.2	-15814.5	13.2835	0.113926	0.115578	0.0832568	0.0942513	0.128922	0.0782677	0.141968	0.0876979	0.0996709	0.163389	0.0705493	0.0747726	0.094598	0.0927287	0.118676	0.110655	0.0898056	0.109529	0.135668	0.0744851	0.0930886	0.0850361	0.162554	0.039949	0.0348853	0.0381447	0.026328	0.0296437	0.027768	0.0373928	0.0198553	0.0956994	0.0344725	0.0345313	0.0249722	0.0367279	0.0252952	0.0452525	0.0572008	0.0248655	0.0566449	0.0328283	0.0190244	3.160557
80	0	-15805.3	-15818.4	13.1325	0.117014	0.100454	0.0821759	0.100169	0.0993324	0.0882677	0.120152	0.0785588	0.0925495	0.147385	0.0644034	0.105981	0.11145	0.100179	0.117932	0.128885	0.140536	0.117034	0.130436	0.0658643	0.0986885	0.0702666	0.200941	0.0192089	0.0243451	0.0236324	0.041482	0.03404	0.0175146	0.0174259	0.0503208	0.0602923	0.0306185	0.0543487	0.0242635	0.0892498	0.0324564	0.033051	0.0218002	0.0312703	0.039603	0.0284286	0.023649	3.175656
81	1	-15800.5	-15813.9	13.3896	0.122285	0.096692	0.0869577	0.0971045	0.105842	0.0896811	0.119723	0.0900405	0.0782991	0.170135	0.0963102	0.100631	0.091296	0.101575	0.12368	0.109077	0.111437	0.112582	0.118455	0.0772699	0.0704422	0.0724148	0.169138	0.0286345	0.0229593	0.0468323	0.0324851	0.029008	0.0270558	0.0372618	0.0216474	0.0728512	0.0470035	0.0414827	0.025289	0.0415188	0.0332414	0.0414387	0.0511263	0.041613	0.0509716	0.0295242	0.0169302	3.149945
82	0	-15803.2	-15815.7	12.5035	0.139479	0.102286	0.106094	0.0978951	0.102981	0.0658842	0.119579	0.0839343	0.0963589	0.183167	0.0940542	0.0826451	0.10535	0.100179	0.112179	0.123289	0.137794	0.117641	0.129203	0.0847757	0.09636	0.101609	0.188708	0.0206106	0.0314177	0.0232297	0.063273	0.0359682	0.0244923	0.0182044	0.0522829	0.0404402	0.0232376	0.0457058	0.0214012	0.0756222	0.0206049	0.046526	0.0155817	0.0244483	0.0294652	0.0275488	0.0270451	3.238555
83	1	-15802.1	-15815	12.8942	0.122155	0.103219	0.0864877	0.1013	0.0897186	0.0840452	0.112953	0.0769384	0.0855978	0.162209	0.0727385	0.0865698	0.108835	0.104376	0.105251	0.117413	0.119832	0.112582	0.12779	0.0852153	0.0959326	0.0843677	0.170267	0.0372094	0.0484268	0.0571441	0.0221334	0.0235058	0.0372644	0.0434066	0.0315197	0.0849192	0.0316826	0.0403122	0.0328134	0.0394088	0.015639	0.0532848	0.0657945	0.0291095	0.0492072	0.023469	0.0174384	3.199484
84	0	-15802.9	-15815.2	12.3375	0.14972	0.100633	0.0856961	0.0856518	0.103633	0.0815281	0.116831	0.0668236	0.112521	0.164914	0.0708034	0.0996109	0.102444	0.0870811	0.109057	0.144338	0.1248	0.119565	0.123205	0.0727765	0.0992243	0.0978381	0.181551	0.0272163	0.0381348	0.025796	0.0428448	0.0441023	0.0369835	0.0281098	0.0455149	0.0430069	0.0252583	0.0407654	0.0327569	0.0935645	0.0101499	0.0461553	0.0452861	0.0274967	0.0462041	0.0285902	0.0269752	3.255159
85	1	-15808.1	-15820.7	12.6331	0.116996	0.125227	0.0884602	0.119392	0.111131	0.0840452	0.150076	0.0721405	0.0992799	0.169144	0.0833798	0.077567	0.109821	0.118156	0.102054	0.133784	0.139974	0.0843088	0.116705	0.0737513	0.0876927	0.0928355	0.152072	0.0382994	0.0227781	0.0478021	0.0162399	0.0175101	0.0290244	0.0229004	0.0235825	0.0744208	0.0518664	0.0229228	0.0313284	0.0425395	0.0186743	0.065606	0.0577986	0.0435494	0.037605	0.0369668	0.0161921	3.2256
86	0	-15800.2	-15813.6	13.376	0.143489	0.0898044	0.08499	0.0881022	0.106936	0.0894329	0.127536	0.068302	0.0925573	0.159038	0.0740884	0.0809316	0.106257	0.0970762	0.0990328	0.138889	0.1115	0.122865	0.107829	0.0804953	0.0807597	0.0971391	0.158642	0.0272163	0.0364534	0.0309755	0.0515097	0.0438067	0.0148021	0.023066	0.0564033	0.0349223	0.0287525	0.0487401	0.0318053	0.0749955	0.0240296	0.0346336	0.0231906	0.0529818	0.0336358	0.0359606	0.0377397	3.151312
87	1	-15804.4	-15816.3	11.8995	0.116996	0.105233	0.10846	0.090773	0.118029	0.0887801	0.112882	0.074598	0.10827	0.165004	0.0832541	0.097749	0.0960874	0.112516	0.118489	0.120206	0.128642	0.133748	0.133786	0.0697899	0.102971	0.0732826	0.157757	0.051639	0.0366887	0.0357651	0.0191752	0.0182462	0.0316975	0.0407112	0.0231283	0.111946	0.0362946	0.0312061	0.0419425	0.0394408	0.0318508	0.0562074	0.0531675	0.03699	0.0381339	0.0246865	0.0227397	3.29896
88	0	-15808.7	-15822.1	13.4384	0.136667	0.105033	0.0865276	0.0836367	0.112423	0.0754956	0.105615	0.0823548	0.0867806	0.168077	0.0872913	0.0941581	0.101573	0.100739	0.102504	0.107806	0.125014	0.107103	0.122649	0.0725985	0.108102	0.0718478	0.158392	0.0185046	0.0310468	0.0271713	0.0516013	0.0277064	0.00963216	0.0298278	0.0373306	0.0518366	0.0505005	0.0492698	0.0466736	0.0707847	0.0244879	0.0396361	0.0319371	0.029821	0.0357563	0.0404774	0.0386814	3.145071
89	1	-15806.2	-15817.7	11.5339	0.128712	0.108541	0.101735	0.0865538	0.11843	0.0840096	0.113058	0.0823453	0.107484	0.174611	0.0786142	0.0949269	0.0989481	0.0883181	0.116328	0.133255	0.117793	0.13263	0.136737	0.0713376	0.0795063	0.111841	0.190041	0.051639	0.0233838	0.0386012	0.0269238	0.0319649	0.0293366	0.0432308	0.0367256	0.0852589	0.0437354	0.0347473	0.0337424	0.0335239	0.0325753	0.0337069	0.0565042	0.0334741	0.0488864	0.036876	0.0249248	3.335515
