Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
873	1	-441.99	-426.867	-15.1237	186129.7	9.343872	0.997055	0.999246	1.00075	1.00295	3.768676
874	0	-438.98	-423.867	-15.1134	681726	6.663387	0.998461	0.999606	1.00039	1.00154	3.689226
875	1	-435.753	-421.483	-14.27	614764.4	7.534364	0.998379	0.999585	1.00041	1.00162	3.665745
876	0	-438.382	-425.126	-13.2561	837135.2	7.911912	0.998611	0.999645	1.00035	1.00139	3.557067
877	1	-441.424	-425.908	-15.5164	484032.4	7.842545	0.998174	0.999533	1.00047	1.00183	3.841458
878	0	-433.818	-425.13	-8.68802	293667.8	10.46854	0.997655	0.9994	1.0006	1.00235	3.085814
879	1	-424.3	-411.303	-12.9964	154956.3	7.835257	0.996773	0.999173	1.00082	1.00323	3.519674
880	0	-436.772	-423.293	-13.4788	743754.3	8.942307	0.998526	0.999623	1.00038	1.00147	3.600835
881	1	-431.022	-416.313	-14.7092	861795.1	10.47344	0.998631	0.99965	1.00035	1.00137	3.660646
882	0	-450.518	-426.303	-24.2142	637556.8	5.581404	0.998409	0.999593	1.00041	1.00159	5.026103
883	1	-446.512	-428.545	-17.9668	970235.4	8.385831	0.99871	0.99967	1.00033	1.00129	4.135407
884	0	-431.727	-416.258	-15.4694	738599.1	6.640318	0.998521	0.999622	1.00038	1.00148	3.739115
885	1	-442.877	-421.483	-21.3939	210504.3	6.399085	0.997231	0.999291	1.00071	1.00277	4.62262
886	0	-432.297	-417.032	-15.2647	483142.6	7.664767	0.998172	0.999532	1.00047	1.00183	3.803637
887	1	-432.698	-418.08	-14.6181	532727.2	7.865865	0.998259	0.999555	1.00044	1.00174	3.727721
888	0	-432.434	-425.446	-6.98774	780826.4	8.919223	0.998562	0.999632	1.00037	1.00144	2.873354
889	1	-422.126	-414.193	-7.9332	259563.5	10.67336	0.997506	0.999362	1.00064	1.0025	3.011948
890	0	-426.538	-418.586	-7.95194	370184.7	7.437931	0.997912	0.999466	1.00053	1.00209	2.809276
891	1	-435.907	-422.363	-13.5433	347238.3	7.821084	0.997844	0.999448	1.00055	1.00216	3.588698
892	0	-432.074	-420.573	-11.5008	460072.2	9.546532	0.998127	0.999521	1.00048	1.00187	3.379097
893	1	-432.234	-423.331	-8.90332	516426.7	11.80402	0.998232	0.999548	1.00045	1.00177	3.067967
894	0	-433.411	-420.042	-13.3682	916883.3	9.68016	0.998673	0.999661	1.00034	1.00133	3.569991
895	1	-427.641	-416.982	-10.6593	385588.6	7.576342	0.997954	0.999476	1.00052	1.00205	3.191951
896	0	-437.153	-428.162	-8.99106	253575.2	9.113487	0.997477	0.999354	1.00064	1.00253	3.105681
897	1	-433.369	-421.41	-11.9595	44855.25	9.022028	0.994005	0.998461	1.00153	1.00601	3.431315
898	0	-427.188	-416.199	-10.9889	517740.8	9.356107	0.998234	0.999548	1.00045	1.00177	3.326161
899	1	-438.807	-426.438	-12.3689	550953.5	11.37789	0.998288	0.999562	1.00044	1.00171	3.388306
900	0	-426.914	-417.79	-9.12399	459832.3	8.268545	0.998126	0.999521	1.00048	1.00188	3.071242
901	1	-437.695	-423.563	-14.1318	335369.8	8.872779	0.997806	0.999439	1.00056	1.0022	3.67519
902	0	-432.65	-422.145	-10.505	113736	9.149291	0.996233	0.999035	1.00096	1.00377	3.272359
903	1	-439.498	-421.95	-17.5475	287009.5	6.067389	0.997628	0.999393	1.00061	1.00237	3.962814
904	0	-434.065	-420.521	-13.5436	347104	8.158179	0.997843	0.999448	1.00055	1.00216	3.602885
905	1	-433.296	-419.444	-13.8521	508989.2	10.40563	0.998219	0.999544	1.00045	1.00178	3.582839
906	0	-430.223	-413.009	-17.2139	458794.8	9.78257	0.998124	0.99952	1.00048	1.00188	3.959142
907	1	-429.3	-419.512	-9.78851	539596.8	11.3571	0.99827	0.999557	1.00044	1.00173	3.162358
908	0	-434.124	-418.706	-15.4179	897569.1	8.413533	0.998659	0.999657	1.00034	1.00134	3.831116
909	1	-438.953	-424.905	-14.0475	492479.7	7.280067	0.998189	0.999537	1.00046	1.00181	3.614589
910	0	-441.104	-427.284	-13.8203	601501.1	8.194293	0.998362	0.999581	1.00042	1.00164	3.637673
911	1	-440.153	-422.692	-17.4602	302596.9	10.22134	0.99769	0.999409	1.00059	1.00231	3.946351
912	0	-435.715	-420.109	-15.6062	932888.2	13.88295	0.998684	0.999664	1.00034	1.00132	3.447015
913	1	-436.81	-422.645	-14.1645	730680.5	12.20589	0.998513	0.99962	1.00038	1.00149	3.481923
914	0	-432.055	-422.356	-9.69927	157963.8	10.16721	0.996804	0.999181	1.00082	1.0032	3.187862
915	1	-430.142	-414.967	-15.1747	156678.2	11.93949	0.996791	0.999178	1.00082	1.00321	3.587694
916	0	-434.387	-419.619	-14.7681	550488.9	8.709328	0.998287	0.999562	1.00044	1.00171	3.750527
917	1	-425.981	-419.338	-6.64297	934681.3	9.781791	0.998686	0.999664	1.00034	1.00132	2.878527
918	0	-433.323	-420.953	-12.3703	562969.7	7.972392	0.998306	0.999567	1.00043	1.00169	3.448973
919	1	-425.772	-419.298	-6.47436	926000.9	12.89861	0.998679	0.999662	1.00034	1.00132	2.82921
920	0	-439.007	-426.983	-12.0235	186973.5	7.508436	0.997062	0.999248	1.00075	1.00294	3.364749
921	1	-444.222	-426.786	-17.4354	843118.7	5.082749	0.998616	0.999646	1.00035	1.00138	3.59752
922	0	-438.197	-423.183	-15.0139	116835.5	10.02156	0.996284	0.999048	1.00095	1.00372	3.71991
923	1	-433.215	-422.323	-10.8922	943102.9	9.163208	0.998691	0.999665	1.00033	1.00131	3.314816
924	0	-437.758	-423.398	-14.3594	304128.8	8.93602	0.997696	0.99941	1.00059	1.00231	3.699457
925	1	-430.294	-417.706	-12.5883	795196.3	10.50965	0.998575	0.999636	1.00036	1.00143	3.456385
926	0	-449.754	-431.426	-18.3276	412518.8	8.219866	0.998022	0.999494	1.0005	1.00198	4.186591
927	1	-419.786	-412.191	-7.59505	859121.9	10.87824	0.998629	0.999649	1.00035	1.00137	2.978048
928	0	-443.2	-428.608	-14.5917	143703.5	10.00535	0.996649	0.999142	1.00085	1.00336	3.678722
929	1	-426.749	-417.34	-9.40874	819232	9.637793	0.998596	0.999641	1.00036	1.0014	3.160714
930	0	-436.096	-421.086	-15.0097	785232.1	8.202726	0.998566	0.999633	1.00037	1.00143	3.782875
931	1	-432.841	-421.284	-11.5564	662107.1	12.47949	0.998438	0.999601	1.0004	1.00156	3.250829
932	0	-434.584	-420.829	-13.7554	515481.3	10.20839	0.99823	0.999547	1.00045	1.00177	3.584593
933	1	-430.037	-420.962	-9.07444	813188.7	9.143017	0.998591	0.99964	1.00036	1.00141	3.1158
934	0	-421.236	-413.738	-7.49876	438316.2	10.95318	0.998081	0.999509	1.00049	1.00192	2.968197
935	1	-428.48	-413.948	-14.5324	853858.4	8.961774	0.998625	0.999648	1.00035	1.00138	3.71816
936	0	-424.514	-415.273	-9.24033	216753.1	10.21153	0.997271	0.999301	1.0007	1.00273	3.142271
937	1	-434.941	-421.075	-13.8667	863405.6	10.28535	0.998632	0.99965	1.00035	1.00137	3.591199
938	0	-430.947	-413.754	-17.1928	810456.9	12.65249	0.998588	0.999639	1.00036	1.00141	3.685025
939	1	-427.679	-416.857	-10.8223	281110.4	8.691194	0.997604	0.999387	1.00061	1.0024	3.296855
940	0	-438.262	-422.457	-15.8049	534722	8.036523	0.998262	0.999555	1.00044	1.00174	3.880129
941	1	-442.797	-427.968	-14.8295	32028.77	11.55502	0.992906	0.998177	1.00181	1.00711	3.590363
942	0	-427.895	-414.673	-13.222	636485.4	9.513654	0.998407	0.999593	1.00041	1.00159	3.560417
943	1	-436.05	-418.977	-17.0731	568229.9	7.105169	0.998314	0.999569	1.00043	1.00169	4.021371
944	0	-430.902	-417.665	-13.2369	782406.4	6.72378	0.998563	0.999633	1.00037	1.00144	3.419493
945	1	-431.741	-423.382	-8.35963	408623.7	11.04786	0.998012	0.999491	1.00051	1.00199	3.044677
946	0	-435.1	-423.307	-11.7934	519276.6	9.030802	0.998237	0.999549	1.00045	1.00176	3.412947
947	1	-438.151	-424.436	-13.7152	781435.8	9.109844	0.998562	0.999632	1.00037	1.00144	3.624132
948	0	-437.655	-425.621	-12.034	296822.4	9.633144	0.997668	0.999403	1.00059	1.00233	3.433211
949	1	-442.078	-423.6	-18.4782	946051.1	6.382481	0.998693	0.999666	1.00033	1.00131	4.164894
950	0	-441.386	-427.01	-14.3759	681414.9	8.016074	0.998461	0.999606	1.00039	1.00154	3.701784
951	1	-427.514	-417.798	-9.71606	437506	12.58684	0.998079	0.999509	1.00049	1.00192	3.097639
952	0	-437.21	-425.866	-11.3444	334657.7	8.99249	0.997804	0.999438	1.00056	1.0022	3.362811
953	1	-440.417	-422.191	-18.226	347100.1	7.553154	0.997843	0.999448	1.00055	1.00216	4.190766
954	0	-429.174	-419.796	-9.3787	970486.4	9.822022	0.99871	0.99967	1.00033	1.00129	3.158238
955	1	-433.232	-419.97	-13.2618	430568	11.34686	0.998064	0.999505	1.00049	1.00194	3.468868
956	0	-424.146	-413.959	-10.1866	705615.3	9.154977	0.998487	0.999613	1.00039	1.00151	3.237657
957	1	-451.51	-434.768	-16.7424	217468	8.255096	0.997276	0.999302	1.00069	1.00273	3.992934
958	0	-429.251	-423.885	-5.36591	767729.7	12.5471	0.99855	0.999629	1.00037	1.00145	2.753061
959	1	-432.876	-415.999	-16.8774	511064.7	8.664984	0.998223	0.999545	1.00045	1.00178	3.994725
960	0	-422.671	-418.543	-4.1282	946424	10.71501	0.998694	0.999666	1.00033	1.00131	2.656348
961	1	-432.969	-415.233	-17.7367	870359.1	9.27429	0.998638	0.999652	1.00035	1.00136	4.053603
962	0	-429.357	-414.602	-14.7548	75360.18	10.46658	0.995373	0.998814	1.00118	1.00463	3.665468
963	1	-430.98	-414.543	-16.4372	901947.5	8.026136	0.998662	0.999658	1.00034	1.00134	3.958872
964	0	-430.614	-417.529	-13.085	201812.5	8.62121	0.997172	0.999276	1.00072	1.00283	3.556747
965	1	-439.36	-421.432	-17.9284	21750.27	8.824699	0.991394	0.997785	1.00219	1.00863	4.106204
966	0	-441.037	-425.146	-15.8906	724566.6	7.2881	0.998507	0.999618	1.00038	1.00149	3.868262
967	1	-429.143	-416.352	-12.7909	179282.2	7.584058	0.997	0.999232	1.00077	1.003	3.473997
968	0	-426.791	-419.251	-7.54022	279742.5	9.052674	0.997598	0.999385	1.00061	1.0024	2.943215
969	1	-436.93	-424.083	-12.8467	86392.32	9.274611	0.995679	0.998892	1.0011	1.00433	3.526327
970	0	-423.383	-415.435	-7.94821	122048.2	11.01303	0.996364	0.999068	1.00093	1.00364	3.008119
971	1	-440.357	-420.636	-19.7208	516283	7.072417	0.998232	0.999548	1.00045	1.00177	4.393736
972	0	-425.001	-415.821	-9.17979	864921.8	9.817351	0.998634	0.999651	1.00035	1.00137	3.137975
973	1	-438.145	-415.696	-22.4489	241651.6	5.806097	0.997415	0.999338	1.00066	1.00259	4.744144
974	0	-431.071	-422.483	-8.58797	530853.5	8.999703	0.998256	0.999554	1.00045	1.00175	3.056617
975	1	-441.656	-422.644	-19.012	411608.3	8.286752	0.998019	0.999493	1.00051	1.00198	4.266039
976	0	-426.778	-413.968	-12.8104	746796.7	9.585307	0.998529	0.999624	1.00038	1.00147	3.515198
977	1	-435.032	-420.327	-14.7054	562373.2	8.512938	0.998306	0.999567	1.00043	1.0017	3.745883
978	0	-431.378	-418.769	-12.6096	828464.2	9.11715	0.998604	0.999643	1.00036	1.0014	3.502701
979	1	-429.108	-414.827	-14.2805	883710.1	7.787451	0.998648	0.999654	1.00035	1.00135	3.681462
980	0	-435.154	-420.073	-15.0814	472038.5	7.623543	0.998151	0.999527	1.00047	1.00185	3.777899
981	1	-443.751	-423.954	-19.7974	545412.4	5.851663	0.998279	0.99956	1.00044	1.00172	4.296612
982	0	-433.181	-420.613	-12.5677	453526.7	8.962269	0.998113	0.999517	1.00048	1.00189	3.498921
983	1	-435.901	-421.292	-14.6091	417147.5	9.872483	0.998033	0.999497	1.0005	1.00197	3.687997
984	0	-435.098	-418.306	-16.7922	454824.6	6.547663	0.998116	0.999518	1.00048	1.00189	3.926062
985	1	-432.448	-422.23	-10.218	219314.4	9.164971	0.997287	0.999305	1.00069	1.00272	3.241264
986	0	-445.699	-427.352	-18.3477	874409.3	8.24304	0.998641	0.999652	1.00035	1.00136	4.187962
987	1	-425.475	-412.763	-12.7117	117284.6	8.862712	0.996291	0.99905	1.00095	1.00371	3.515134
988	0	-437.075	-424.196	-12.8795	532351.8	7.495982	0.998258	0.999554	1.00044	1.00174	3.477556
989	1	-439.241	-426.706	-12.5356	135909.3	11.77106	0.996554	0.999117	1.00088	1.00345	3.377852
990	0	-430.663	-415.9	-14.7628	506178.4	6.739237	0.998214	0.999543	1.00046	1.00179	3.648848
991	1	-440.183	-422.437	-17.7463	588595.6	5.800024	0.998344	0.999576	1.00042	1.00166	3.932569
992	0	-429.41	-414.841	-14.5693	439781.3	7.384017	0.998084	0.99951	1.00049	1.00192	3.694906
993	1	-439.832	-421.774	-18.0581	885804.6	7.080785	0.99865	0.999655	1.00034	1.00135	4.15899
994	0	-426.853	-416.738	-10.1147	611816.3	9.537842	0.998375	0.999584	1.00041	1.00163	3.233876
995	1	-430.156	-415.62	-14.5358	619165.5	8.979034	0.998385	0.999587	1.00041	1.00162	3.71808
996	0	-425.399	-412.171	-13.2284	775901.1	9.143253	0.998557	0.999631	1.00037	1.00144	3.570124
997	1	-430.883	-417.144	-13.7386	199005.6	8.586447	0.997152	0.999271	1.00073	1.00285	3.632548
998	0	-434.871	-423.483	-11.3876	63197.19	9.712188	0.994948	0.998704	1.00129	1.00506	3.364854
999	1	-440.238	-426.974	-13.264	864915.8	7.250206	0.998634	0.999651	1.00035	1.00137	3.503525
1000	0	-431.654	-413.808	-17.8455	848632.1	8.354779	0.998621	0.999647	1.00035	1.00138	4.122353
1001	1	-435.951	-420.654	-15.2967	172754.4	9.700002	0.996943	0.999217	1.00078	1.00306	3.768054
1002	0	-430.568	-416.238	-14.3296	868894.8	10.48372	0.998637	0.999651	1.00035	1.00136	3.623748
1003	1	-434.998	-418.846	-16.1518	759020.9	7.916038	0.998541	0.999627	1.00037	1.00146	3.92309
1004	0	-432.739	-420.29	-12.4487	535125.1	8.245556	0.998263	0.999556	1.00044	1.00174	3.472428
1005	1	-437.238	-420.342	-16.8952	119039.5	7.314302	0.996318	0.999057	1.00094	1.00369	4.007226
1006	0	-432.502	-418.568	-13.9346	915432.7	10.37571	0.998672	0.99966	1.00034	1.00133	3.592543
1007	1	-432.808	-418.931	-13.8766	69903.41	11.93923	0.995196	0.998768	1.00122	1.00481	3.478984
1008	0	-438.833	-420.444	-18.3894	122181.6	9.159311	0.996366	0.999069	1.00093	1.00364	4.13331
1009	1	-440.631	-421.048	-19.5837	420438.4	6.885639	0.99804	0.999499	1.0005	1.00196	4.370153
1010	0	-439.123	-426.692	-12.4309	745298.9	7.981151	0.998528	0.999624	1.00038	1.00147	3.457103
1011	1	-438.278	-422.214	-16.064	128713.4	9.486534	0.996459	0.999093	1.0009	1.00355	3.86082
1012	0	-432.384	-422.164	-10.2193	562027.3	9.316085	0.998305	0.999566	1.00043	1.0017	3.243512
1013	1	-426.115	-414.213	-11.9016	160356.3	9.711778	0.996828	0.999187	1.00081	1.00318	3.417786
1014	0	-425.585	-413.771	-11.8143	112547.4	8.795471	0.996214	0.99903	1.00097	1.00379	3.412934
1015	1	-439.601	-427.405	-12.1958	43543.09	8.949887	0.993915	0.998438	1.00155	1.0061	3.457386
1016	0	-435.604	-424.539	-11.065	728731.1	8.367655	0.998511	0.999619	1.00038	1.00149	3.311458
1017	1	-427.334	-414.667	-12.6673	898375.8	9.20167	0.998659	0.999657	1.00034	1.00134	3.508055
1018	0	-429.893	-416.547	-13.3456	260312	8.104189	0.99751	0.999363	1.00064	1.00249	3.576746
1019	1	-432.61	-421.512	-11.0979	985858.2	11.03934	0.99872	0.999673	1.00033	1.00128	3.292923
1020	0	-430.401	-417.288	-13.1137	628532	12.54398	0.998397	0.99959	1.00041	1.0016	3.370789
1021	1	-427.892	-416.499	-11.3935	698704.6	10.27036	0.99848	0.999611	1.00039	1.00152	3.351232
1022	0	-443.508	-423.565	-19.9425	797142.7	5.473813	0.998577	0.999636	1.00036	1.00142	4.231096
1023	1	-439.055	-425.274	-13.7807	124323	9.471967	0.996397	0.999077	1.00092	1.00361	3.620653
1024	0	-442.883	-423.043	-19.8395	483496.7	5.732254	0.998173	0.999532	1.00047	1.00183	4.278939
1025	1	-445.968	-429.909	-16.0587	529240.8	7.98136	0.998253	0.999553	1.00045	1.00175	3.911657
1026	0	-451.871	-427.142	-24.7293	988828.5	11.497	0.998722	0.999673	1.00033	1.00128	4.45612
1027	1	-435.037	-420.93	-14.1076	435331.5	7.825232	0.998074	0.999507	1.00049	1.00193	3.661047
1028	0	-442.158	-425.104	-17.0542	233985.9	7.340674	0.997373	0.999328	1.00067	1.00263	4.029957
1029	1	-430.707	-420.888	-9.81919	205695.3	9.171772	0.997199	0.999283	1.00071	1.0028	3.197903
1030	0	-428.994	-412.623	-16.3709	795192.7	8.862996	0.998575	0.999636	1.00036	1.00143	3.927992
1031	1	-428.967	-421.338	-7.62916	65292.62	9.612658	0.99503	0.998725	1.00127	1.00498	2.975409
1032	0	-435.598	-418.492	-17.1069	296872.3	9.027696	0.997668	0.999403	1.00059	1.00233	4.001519
1033	1	-418.898	-412.068	-6.83035	85274.43	10.47666	0.995651	0.998885	1.00111	1.00436	2.908394
1034	0	-432.055	-413.879	-18.1763	465284.8	6.584088	0.998137	0.999523	1.00048	1.00186	4.141259
1035	1	-432.939	-421.934	-11.0053	721735.1	8.090556	0.998504	0.999617	1.00038	1.0015	3.286981
1036	0	-436.507	-420.134	-16.3732	669928.9	9.126163	0.998447	0.999603	1.0004	1.00155	3.915015
1037	1	-436.094	-420.408	-15.6864	406984.7	6.553713	0.998008	0.99949	1.00051	1.00199	3.758173
1038	0	-429.994	-415.515	-14.4787	182.0941	7.602449	0.907438	0.974397	1.02247	1.0957	3.697627
1039	1	-436.268	-427.206	-9.06264	9904.338	10.40549	0.987257	0.996709	1.00323	1.0128	3.122568
1040	0	-440.379	-418.869	-21.51	681480.3	9.084379	0.998461	0.999606	1.00039	1.00154	4.482731
1041	1	-431.003	-418.008	-12.9947	37532.26	7.785084	0.993446	0.998317	1.00167	1.00657	3.516201
1042	0	-438.894	-425.388	-13.5059	827480.7	8.300146	0.998603	0.999643	1.00036	1.0014	3.601885
1043	1	-440.06	-427.33	-12.7294	939047.7	11.39284	0.998689	0.999665	1.00033	1.00131	3.419045
1044	0	-436.614	-420.5	-16.1141	729221.5	11.01935	0.998512	0.999619	1.00038	1.00149	3.749049
1045	1	-434.147	-422.243	-11.9042	857024.6	6.737057	0.998627	0.999649	1.00035	1.00137	3.224207
1046	0	-437.065	-419.789	-17.2754	267427.6	7.217682	0.997543	0.999371	1.00063	1.00246	4.055431
1047	1	-428.936	-418.432	-10.5039	896595.4	11.1293	0.998658	0.999657	1.00034	1.00134	3.235384
1048	0	-438.07	-423.485	-14.5848	512388.8	6.397132	0.998225	0.999546	1.00045	1.00178	3.558111
1049	1	-419.536	-411.519	-8.01632	896595.4	10.25078	0.998658	0.999657	1.00034	1.00134	3.022417
1050	0	-445.091	-433.121	-11.9709	193903.1	8.634118	0.997115	0.999261	1.00074	1.00289	3.427815
1051	1	-436.93	-422.981	-13.9491	593872.7	7.927878	0.998351	0.999578	1.00042	1.00165	3.645306
1052	0	-445.986	-426.5	-19.4856	270721.2	5.179538	0.997558	0.999375	1.00062	1.00244	4.042566
1053	1	-432.701	-427.933	-4.76829	15585.77	13.15223	0.989837	0.997381	1.00258	1.0102	2.689936
1054	0	-429.796	-415.758	-14.0384	260329.1	10.33534	0.99751	0.999363	1.00064	1.00249	3.604948
1055	1	-435.107	-424.585	-10.5219	780364.6	7.01059	0.998561	0.999632	1.00037	1.00144	3.080767
1056	0	-429.728	-418.919	-10.8092	256666.8	9.198829	0.997492	0.999358	1.00064	1.00251	3.306096
1057	1	-436.994	-427.168	-9.82538	634412.9	9.078983	0.998405	0.999592	1.00041	1.0016	3.196352
1058	0	-444.27	-424.117	-20.1528	947627.5	6.826146	0.998695	0.999666	1.00033	1.00131	4.451409
1059	1	-442.315	-428.322	-13.993	260300.3	8.643109	0.99751	0.999363	1.00064	1.00249	3.661973
1060	0	-428.596	-418.107	-10.4893	662886.1	10.315	0.998439	0.999601	1.0004	1.00156	3.262078
1061	1	-430.079	-415.412	-14.6663	776938.7	9.208677	0.998558	0.999631	1.00037	1.00144	3.725044
1062	0	-429.431	-420.106	-9.32507	472873.3	12.66823	0.998152	0.999527	1.00047	1.00185	3.06238
1063	1	-421.208	-409.648	-11.5601	343888.2	10.33278	0.997833	0.999446	1.00055	1.00217	3.365255
1064	0	-441.277	-427.419	-13.8586	232852	9.529715	0.997367	0.999326	1.00067	1.00264	3.626725
1065	1	-430.993	-417.174	-13.8183	649024.4	8.584049	0.998423	0.999597	1.0004	1.00158	3.64183
1066	0	-447.212	-424.001	-23.2109	785414.7	6.846197	0.998566	0.999633	1.00037	1.00143	4.898615
1067	1	-441.071	-422.23	-18.8411	240298.5	7.92472	0.997408	0.999337	1.00066	1.00259	4.262492
1068	0	-434.795	-416.191	-18.6042	298549.6	6.752866	0.997675	0.999405	1.00059	1.00233	4.219815
1069	1	-448.491	-428.159	-20.3326	289644.4	8.470324	0.997639	0.999396	1.0006	1.00236	4.410523
1070	0	-436.298	-418.715	-17.5829	697022.4	6.245307	0.998478	0.999611	1.00039	1.00152	4.002616
1071	1	-426.595	-416.843	-9.75192	595066.3	9.380308	0.998353	0.999579	1.00042	1.00165	3.194284
1072	0	-433.836	-421.635	-12.2015	51466.74	8.647926	0.994403	0.998563	1.00143	1.00561	3.454786
1073	1	-437.523	-420.296	-17.2268	95349.78	5.669018	0.995887	0.998946	1.00105	1.00412	3.803452
1074	0	-441.341	-426.823	-14.518	61614.77	7.377812	0.994884	0.998687	1.0013	1.00513	3.687477
1075	1	-435.508	-416.259	-19.2488	788832.5	6.813751	0.998569	0.999634	1.00037	1.00143	4.318388
1076	0	-440.65	-424.81	-15.8406	827023	7.292109	0.998603	0.999643	1.00036	1.0014	3.861654
1077	1	-448.343	-430.002	-18.3405	431306.8	11.75708	0.998065	0.999505	1.00049	1.00194	3.872507
1078	0	-438.257	-424.531	-13.7265	669911.6	9.560434	0.998447	0.999603	1.0004	1.00155	3.611714
1079	1	-459.235	-431.787	-27.4471	965339.3	7.345271	0.998707	0.999669	1.00033	1.00129	5.445034
1080	0	-436.273	-417.276	-18.9975	221197.6	7.580981	0.997299	0.999308	1.00069	1.0027	4.292427
1081	1	-433.758	-416.093	-17.6651	900461.4	7.233995	0.998661	0.999658	1.00034	1.00134	4.110004
1082	0	-423.368	-411.671	-11.6972	214642.2	9.946998	0.997258	0.999298	1.0007	1.00274	3.391077
1083	1	-428.981	-413.958	-15.0221	177065.6	9.34442	0.996981	0.999227	1.00077	1.00302	3.757772
1084	0	-441.082	-424.093	-16.9884	918474.6	8.830004	0.998674	0.999661	1.00034	1.00133	3.999408
1085	1	-431.646	-414.87	-16.7754	983639.9	8.860419	0.998719	0.999672	1.00033	1.00128	3.973766
1086	0	-429.431	-419.671	-9.75936	810878.9	8.118316	0.998589	0.999639	1.00036	1.00141	3.135508
1087	1	-433.585	-423.143	-10.4428	877645.3	10.66362	0.998644	0.999653	1.00035	1.00136	3.247403
1088	0	-431.489	-422.932	-8.5569	247521.8	9.047147	0.997446	0.999346	1.00065	1.00256	3.055283
1089	1	-438.354	-423.006	-15.3473	870351.6	6.910211	0.998638	0.999652	1.00035	1.00136	3.757853
1090	0	-442.762	-422.908	-19.854	779276.3	5.332722	0.99856	0.999632	1.00037	1.00144	4.170141
1091	1	-434.167	-417.972	-16.1949	874827.3	7.934042	0.998641	0.999653	1.00035	1.00136	3.928608
1092	0	-435.166	-419.072	-16.0935	625819.3	6.239243	0.998394	0.999589	1.00041	1.00161	3.76284
1093	1	-436.334	-418.842	-17.4914	68551.52	7.12709	0.995149	0.998756	1.00124	1.00486	4.081339
1094	0	-436.805	-422.938	-13.867	347858.6	10.04413	0.997846	0.999449	1.00055	1.00216	3.604303
1095	1	-447.659	-426.476	-21.1832	44958.01	5.452827	0.994012	0.998462	1.00152	1.006	4.452426
1096	0	-429.751	-411.839	-17.9122	481978.3	7.379114	0.99817	0.999532	1.00047	1.00183	4.147543
1097	1	-439.895	-422.947	-16.9478	592679.2	9.328558	0.998349	0.999578	1.00042	1.00165	3.964929
1098	0	-432.883	-417.617	-15.266	31859.56	7.310208	0.992888	0.998172	1.00181	1.00713	3.784189
1099	1	-451.425	-426.364	-25.061	479808.2	10.13697	0.998166	0.999531	1.00047	1.00184	4.703691
1100	0	-428.342	-414.207	-14.1352	915516.3	7.164161	0.998672	0.99966	1.00034	1.00133	3.61461
1101	1	-437.815	-420.27	-17.5445	373107.2	13.2069	0.99792	0.999468	1.00053	1.00208	3.655728
1102	0	-435.914	-425.017	-10.8974	819675.7	11.05007	0.998596	0.999641	1.00036	1.0014	3.274286
1103	1	-448.293	-431.068	-17.2246	987511.1	5.331562	0.998721	0.999673	1.00033	1.00128	3.676568
1104	0	-442.817	-425.23	-17.5869	499558.5	8.555054	0.998202	0.99954	1.00046	1.0018	4.082311
1105	1	-440.448	-421.347	-19.1014	921594.8	6.958658	0.998676	0.999661	1.00034	1.00132	4.302912
1106	0	-437.956	-420.694	-17.2616	926288	7.512017	0.99868	0.999662	1.00034	1.00132	4.062439
1107	1	-438.145	-419.647	-18.4975	880779.4	8.365486	0.998646	0.999654	1.00035	1.00135	4.199813
1108	0	-438.963	-422.473	-16.4908	775323.9	9.052225	0.998557	0.999631	1.00037	1.00144	3.931958
1109	1	-429.801	-418.104	-11.697	504609.2	8.097188	0.998211	0.999542	1.00046	1.00179	3.372882
1110	0	-439.007	-419.61	-19.3973	380300.2	9.402318	0.99794	0.999473	1.00053	1.00206	4.220413
1111	1	-436.62	-420.692	-15.9277	711387.8	7.392625	0.998493	0.999615	1.00038	1.00151	3.879327
1112	0	-441.665	-425.313	-16.3514	436584.8	8.037726	0.998077	0.999508	1.00049	1.00192	3.948123
1113	1	-428.173	-416.967	-11.2062	520131.1	11.28968	0.998238	0.999549	1.00045	1.00176	3.290608
1114	0	-431.27	-416.255	-15.0148	590205.3	9.051455	0.998346	0.999577	1.00042	1.00166	3.768934
1115	1	-429.245	-413.978	-15.2675	948184.5	9.070886	0.998695	0.999666	1.00033	1.00131	3.796091
1116	0	-430.672	-418.574	-12.0984	327066.8	7.310733	0.997778	0.999431	1.00057	1.00222	3.350942
1117	1	-428.501	-414.399	-14.1022	69739.71	8.746399	0.995191	0.998767	1.00123	1.00482	3.673667
1118	0	-427.072	-416.726	-10.3456	458891	13.18512	0.998124	0.99952	1.00048	1.00188	3.111979
1119	1	-438.442	-422.755	-15.6865	809313.5	8.652337	0.998587	0.999639	1.00036	1.00141	3.857646
1120	0	-435.137	-416.65	-18.4864	745127.3	8.40429	0.998528	0.999624	1.00038	1.00147	4.196353
1121	1	-438.463	-420.828	-17.635	656426.9	7.393918	0.998432	0.999599	1.0004	1.00157	4.110294
1122	0	-439.531	-419.576	-19.9553	994178.2	7.365785	0.998725	0.999674	1.00033	1.00128	4.424697
1123	1	-438.57	-424.539	-14.0303	364451.8	10.43687	0.997895	0.999461	1.00054	1.00211	3.598068
