Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2165	1	-435.399	-417.605	-17.7942	223359.2	8.27953	0.997312	0.999312	1.00069	1.00269	4.119381
2166	0	-430.431	-418.254	-12.1768	11125.34	10.33514	0.987975	0.996896	1.00305	1.01208	3.424845
2167	1	-435.822	-416.071	-19.751	884723.9	7.028956	0.998649	0.999655	1.00034	1.00135	4.397488
2168	0	-422.449	-416.584	-5.8652	712079.4	12.44141	0.998494	0.999615	1.00038	1.00151	2.795842
2169	1	-443.659	-430.512	-13.1466	692934.5	8.595756	0.998473	0.99961	1.00039	1.00153	3.563691
2170	0	-438.644	-421.9	-16.744	664474.5	10.13079	0.998441	0.999601	1.0004	1.00156	3.883733
2171	1	-444.177	-417.962	-26.2151	590089.1	4.617332	0.998346	0.999577	1.00042	1.00166	5.195403
2172	0	-433.721	-424.153	-9.56801	212831.8	9.116543	0.997246	0.999295	1.0007	1.00276	3.169073
2173	1	-440.104	-423.686	-16.4176	155584.7	8.511237	0.996779	0.999175	1.00082	1.00322	3.947073
2174	0	-432.063	-418.113	-13.9505	269562.3	7.386464	0.997553	0.999374	1.00062	1.00245	3.61132
2175	1	-438.129	-417.263	-20.8658	285901.2	9.049629	0.997624	0.999392	1.00061	1.00238	4.415543
2176	0	-435.015	-418.3	-16.7145	584539.4	7.651459	0.998338	0.999575	1.00042	1.00166	3.992587
2177	1	-432.701	-419.384	-13.3165	238320.5	9.551758	0.997397	0.999334	1.00066	1.0026	3.569121
2178	0	-438.617	-422.275	-16.3425	536730.9	6.778049	0.998266	0.999556	1.00044	1.00174	3.887837
2179	1	-429.895	-412.79	-17.1056	857724.2	6.300698	0.998628	0.999649	1.00035	1.00137	3.936161
2180	0	-432.095	-413.715	-18.3802	227593.5	11.79237	0.997337	0.999318	1.00068	1.00267	3.872075
2181	1	-422.106	-409.202	-12.904	40042.29	10.44743	0.993655	0.99837	1.00162	1.00636	3.489624
2182	0	-433.787	-419.999	-13.788	235744.6	10.85852	0.997383	0.99933	1.00067	1.00262	3.548636
2183	1	-434.173	-422.464	-11.7095	579564.6	11.40532	0.998331	0.999573	1.00043	1.00167	3.328831
2184	0	-435.132	-419.197	-15.9343	415919.8	8.521182	0.99803	0.999496	1.0005	1.00197	3.890032
2185	1	-431.97	-415.33	-16.64	929243.2	10.6278	0.998682	0.999663	1.00034	1.00132	3.831682
2186	0	-439.562	-428.409	-11.1535	447988.4	10.10242	0.998102	0.999514	1.00048	1.0019	3.33266
2187	1	-431.271	-418.926	-12.3454	357913.1	8.46578	0.997876	0.999457	1.00054	1.00213	3.467442
2188	0	-439.116	-421.657	-17.4593	782679.3	13.87242	0.998564	0.999633	1.00037	1.00144	3.581557
2189	1	-433.078	-417.164	-15.9134	564298.8	9.821164	0.998308	0.999567	1.00043	1.00169	3.823606
2190	0	-427.17	-417.879	-9.29141	784898.4	10.19106	0.998566	0.999633	1.00037	1.00144	3.147499
2191	1	-426.256	-413.08	-13.1755	10976.39	7.586678	0.987894	0.996875	1.00307	1.01216	3.524923
2192	0	-441.89	-424.266	-17.6238	370216.2	7.387611	0.997912	0.999466	1.00053	1.00209	4.108645
2193	1	-436.26	-421.207	-15.0525	403133.7	8.661721	0.997999	0.999488	1.00051	1.002	3.784186
2194	0	-434.446	-419.737	-14.7082	211568.9	11.3214	0.997238	0.999293	1.0007	1.00276	3.598334
2195	1	-441.403	-421.766	-19.6371	439681.3	7.759751	0.998084	0.99951	1.00049	1.00192	4.370482
2196	0	-430.067	-422.292	-7.77426	497447.8	11.21796	0.998198	0.999539	1.00046	1.0018	2.988243
2197	1	-425.659	-415.984	-9.67468	515474.4	10.97092	0.99823	0.999547	1.00045	1.00177	3.166277
2198	0	-439.381	-422.144	-17.2372	755429.2	6.13902	0.998538	0.999626	1.00037	1.00146	3.926796
2199	1	-443.622	-428.547	-15.0745	231028.9	8.624618	0.997357	0.999323	1.00067	1.00265	3.787458
2200	0	-435.688	-421.06	-14.6281	513927.1	10.14782	0.998227	0.999547	1.00045	1.00177	3.673832
2201	1	-435.151	-423.079	-12.0719	956938.9	13.34928	0.998701	0.999668	1.00033	1.0013	3.231159
2202	0	-434.99	-419.806	-15.1841	210233.7	8.926821	0.997229	0.999291	1.00071	1.00277	3.792057
2203	1	-425.342	-414.222	-11.1199	706594.8	12.51894	0.998488	0.999613	1.00039	1.00151	3.213401
2204	0	-435.372	-419.676	-15.6962	947338.6	8.826461	0.998694	0.999666	1.00033	1.00131	3.853198
2205	1	-426.028	-418.171	-7.85714	987720.4	10.36873	0.998721	0.999673	1.00033	1.00128	3.00682
2206	0	-438.32	-418.621	-19.6989	626130.4	6.613603	0.998394	0.999589	1.00041	1.00161	4.374424
2207	1	-430.92	-419.616	-11.3036	698260.4	10.64447	0.998479	0.999611	1.00039	1.00152	3.328893
2208	0	-436.643	-419.415	-17.2279	301434	9.325516	0.997686	0.999408	1.00059	1.00232	3.995168
2209	1	-438.762	-421.82	-16.9421	972971.1	10.32118	0.998712	0.999671	1.00033	1.00129	3.887122
2210	0	-426.691	-417.145	-9.54667	252862	9.074043	0.997473	0.999353	1.00064	1.00253	3.165507
2211	1	-429.77	-418.629	-11.141	285098.2	8.63761	0.99762	0.999391	1.00061	1.00238	3.331811
2212	0	-429.889	-420.849	-9.04085	939026.6	10.9063	0.998689	0.999665	1.00033	1.00131	3.110232
2213	1	-428.624	-421.486	-7.13763	520543.1	7.521193	0.998239	0.999549	1.00045	1.00176	2.716538
2214	0	-433.514	-419.828	-13.686	424469.7	13.02775	0.99805	0.999501	1.0005	1.00195	3.377974
2215	1	-437.231	-424.174	-13.0571	942653.2	8.769955	0.998691	0.999665	1.00033	1.00131	3.554219
2216	0	-430.455	-420.345	-10.1102	47345.64	11.08579	0.994164	0.998502	1.00149	1.00585	3.201686
2217	1	-438.436	-428.722	-9.71463	204641.7	9.151789	0.997192	0.999281	1.00072	1.00281	3.186032
2218	0	-424.385	-417.278	-7.10739	987266.3	10.44952	0.998721	0.999673	1.00033	1.00128	2.934788
2219	1	-431.442	-416.276	-15.1655	787143.8	10.55906	0.998568	0.999634	1.00037	1.00143	3.698001
2220	0	-428.08	-415.138	-12.9426	721044.8	7.753181	0.998503	0.999617	1.00038	1.0015	3.507293
2221	1	-441.539	-425.714	-15.8249	383249.6	9.819727	0.997947	0.999475	1.00052	1.00205	3.814692
2222	0	-431.24	-419.723	-11.5176	578094.8	9.436209	0.998329	0.999572	1.00043	1.00167	3.382069
2223	1	-440.328	-419.089	-21.2385	449926.9	6.709305	0.998106	0.999515	1.00048	1.0019	4.609312
2224	0	-435.678	-420.787	-14.8908	156934.7	7.771495	0.996793	0.999179	1.00082	1.00321	3.759253
2225	1	-440.63	-421.188	-19.4422	57659.34	5.874177	0.994711	0.998643	1.00135	1.0053	4.240473
2226	0	-435.609	-418.972	-16.6369	765268.7	8.938681	0.998547	0.999628	1.00037	1.00145	3.954193
2227	1	-427.627	-421.457	-6.16995	223759.9	12.84583	0.997314	0.999312	1.00069	1.00269	2.807426
2228	0	-431.773	-415.435	-16.3378	823112.7	8.912134	0.998599	0.999642	1.00036	1.0014	3.921996
2229	1	-436.105	-418.244	-17.8602	143641.4	10.4352	0.996648	0.999141	1.00085	1.00336	3.965188
2230	0	-432.898	-418.615	-14.2833	300256.9	7.386366	0.997681	0.999407	1.00059	1.00232	3.656373
2231	1	-437.824	-420.578	-17.2455	764835.6	10.38983	0.998547	0.999628	1.00037	1.00145	3.910375
2232	0	-427.407	-418.7	-8.70747	554770.1	12.02863	0.998294	0.999564	1.00044	1.00171	3.042375
2233	1	-442.019	-426.987	-15.032	772481.2	9.28077	0.998554	0.99963	1.00037	1.00145	3.761687
2234	0	-429.968	-416.683	-13.2856	270597.1	10.12499	0.997558	0.999375	1.00062	1.00244	3.542633
2235	1	-430.451	-418.991	-11.4601	717162.5	8.482209	0.998499	0.999616	1.00038	1.0015	3.363508
2236	0	-440.049	-421.02	-19.0288	156689.4	5.563705	0.996791	0.999178	1.00082	1.00321	4.091889
2237	1	-433.713	-420.585	-13.1279	84957.67	7.524692	0.995642	0.998883	1.00111	1.00436	3.513307
2238	0	-428.054	-415.497	-12.5572	500250.6	9.703776	0.998203	0.99954	1.00046	1.0018	3.485528
2239	1	-435.483	-420.937	-14.5454	838703.7	9.282172	0.998612	0.999645	1.00035	1.00139	3.709201
2240	0	-430.026	-412.809	-17.217	893533.4	8.325824	0.998656	0.999656	1.00034	1.00135	4.048137
2241	1	-435.638	-418.013	-17.6245	139064	8.785379	0.996593	0.999127	1.00087	1.00341	4.074112
2242	0	-435.738	-418.616	-17.1225	910848.1	9.152493	0.998668	0.99966	1.00034	1.00133	3.995428
2243	1	-429.077	-413.832	-15.2454	871339.7	6.414387	0.998639	0.999652	1.00035	1.00136	3.664854
2244	0	-436.293	-420.499	-15.7933	267836.2	7.42355	0.997545	0.999372	1.00063	1.00246	3.86279
2245	1	-441.211	-424.532	-16.6783	186149.9	7.676668	0.997055	0.999246	1.00075	1.00295	3.988242
2246	0	-425.654	-416.375	-9.27901	429948.7	8.730424	0.998062	0.999504	1.00049	1.00194	3.121393
2247	1	-435.057	-423.016	-12.0411	258937.2	8.908921	0.997503	0.999361	1.00064	1.0025	3.439852
2248	0	-429.087	-418.163	-10.9238	552361.1	11.52916	0.99829	0.999563	1.00044	1.00171	3.253691
2249	1	-426.351	-416.858	-9.49329	370450.8	9.667163	0.997912	0.999466	1.00053	1.00209	3.169637
2250	0	-437.694	-418.63	-19.0639	526389.3	12.39364	0.998249	0.999552	1.00045	1.00175	3.862102
2251	1	-448.307	-433.209	-15.0981	334689	6.708635	0.997804	0.999438	1.00056	1.0022	3.694009
2252	0	-428.712	-415.845	-12.8665	14479.22	8.924488	0.989456	0.997282	1.00268	1.01058	3.532441
2253	1	-428.109	-417.008	-11.1009	871812.4	7.15723	0.998639	0.999652	1.00035	1.00136	3.189891
2254	0	-424.529	-417.153	-7.37654	807779.8	12.69923	0.998586	0.999638	1.00036	1.00141	2.90733
2255	1	-430.833	-419.034	-11.7989	871812.4	8.049864	0.998639	0.999652	1.00035	1.00136	3.382517
2256	0	-435.272	-423.7	-11.5713	483711.9	10.53061	0.998173	0.999533	1.00047	1.00183	3.358769
2257	1	-430.046	-418.427	-11.6192	82470.34	12.33005	0.995577	0.998866	1.00113	1.00443	3.2655
2258	0	-422.331	-412.441	-9.89083	760135.3	8.997313	0.998542	0.999627	1.00037	1.00146	3.201313
2259	1	-441.427	-418.738	-22.689	868250.3	6.825247	0.998636	0.999651	1.00035	1.00136	4.822978
2260	0	-430.306	-419.514	-10.7921	77678.47	11.62682	0.995443	0.998831	1.00116	1.00456	3.237296
2261	1	-442.52	-424.038	-18.4822	610818	8.89281	0.998374	0.999584	1.00041	1.00163	4.164028
2262	0	-446.284	-430.058	-16.2262	231786.9	9.072718	0.997361	0.999324	1.00067	1.00264	3.901685
2263	1	-434.399	-420.484	-13.9146	212138.8	8.00675	0.997242	0.999294	1.0007	1.00276	3.643921
2264	0	-442.208	-423.474	-18.734	356151.2	5.760022	0.997871	0.999455	1.00054	1.00213	4.093104
2265	1	-438.143	-419.399	-18.7439	82110.05	8.392005	0.995568	0.998864	1.00113	1.00444	4.227718
2266	0	-438.461	-420.03	-18.4309	366577.7	11.75237	0.997901	0.999463	1.00054	1.0021	3.880711
2267	1	-430.521	-418.378	-12.1431	179304.1	10.40816	0.997	0.999232	1.00077	1.003	3.418493
2268	0	-441.79	-426.354	-15.4359	392008.6	9.215933	0.997971	0.999481	1.00052	1.00203	3.808279
2269	1	-427.502	-419.302	-8.20027	527717	12.59267	0.998251	0.999553	1.00045	1.00175	2.976956
2270	0	-448.289	-430.617	-17.6725	8182.132	6.820642	0.985983	0.996376	1.00355	1.01409	4.087612
2271	1	-440.736	-431.341	-9.39458	927504.4	14.1471	0.99868	0.999663	1.00034	1.00132	2.983811
2272	0	-436.105	-417.706	-18.3995	605711.9	7.577145	0.998367	0.999582	1.00042	1.00163	4.213571
2273	1	-444.927	-427.527	-17.4001	745174.2	8.772558	0.998528	0.999624	1.00038	1.00147	4.049291
2274	0	-437.436	-422.257	-15.1793	960669.5	8.996406	0.998703	0.999668	1.00033	1.0013	3.789131
2275	1	-440.853	-420.866	-19.987	433946.8	7.584768	0.998071	0.999506	1.00049	1.00193	4.42281
2276	0	-433.571	-418.087	-15.4843	451399.1	9.69292	0.998109	0.999516	1.00048	1.00189	3.787821
2277	1	-431.568	-423.011	-8.55717	867586.2	12.17659	0.998636	0.999651	1.00035	1.00136	3.023766
2278	0	-440.934	-427.754	-13.18	327883.7	8.158258	0.997781	0.999432	1.00057	1.00222	3.558316
2279	1	-433.127	-417.127	-15.9999	705799.4	8.265769	0.998487	0.999613	1.00039	1.00151	3.902855
2280	0	-437.527	-425.254	-12.2727	30459.2	9.716897	0.992726	0.99813	1.00185	1.00729	3.455853
2281	1	-431.305	-415.036	-16.2695	318454.9	6.582327	0.997748	0.999424	1.00057	1.00225	3.8514
2282	0	-433.028	-417.001	-16.0274	261418.5	11.11922	0.997515	0.999364	1.00063	1.00249	3.732561
2283	1	-430.94	-419.908	-11.0323	761887.9	8.944516	0.998544	0.999628	1.00037	1.00146	3.32729
2284	0	-434.82	-425.734	-9.08636	490064	10.96408	0.998185	0.999536	1.00046	1.00182	3.112842
2285	1	-430.794	-417.35	-13.4445	454215.2	6.84739	0.998115	0.999518	1.00048	1.00189	3.472269
2286	0	-440.602	-426.803	-13.7987	769554.4	8.882123	0.998551	0.99963	1.00037	1.00145	3.637526
2287	1	-433.411	-419.299	-14.112	248708.2	7.932224	0.997452	0.999348	1.00065	1.00255	3.666015
2288	0	-425.161	-419.922	-5.23875	245070.2	8.964951	0.997434	0.999343	1.00065	1.00257	2.681409
2289	1	-429.9	-420.248	-9.65269	798215	8.554005	0.998578	0.999636	1.00036	1.00142	3.154823
2290	0	-431.253	-423.066	-8.18672	860453	12.96159	0.99863	0.99965	1.00035	1.00137	2.959003
2291	1	-428.017	-417.031	-10.9858	878562.3	12.96141	0.998644	0.999653	1.00035	1.00136	3.174967
2292	0	-427.481	-417.698	-9.78259	764133.7	10.5414	0.998546	0.999628	1.00037	1.00145	3.188651
2293	1	-428.809	-414.838	-13.9711	664755.2	9.993318	0.998441	0.999601	1.0004	1.00156	3.617314
2294	0	-422.661	-414.694	-7.96701	549268.3	10.71264	0.998285	0.999561	1.00044	1.00172	3.014643
2295	1	-433.891	-415.153	-18.7381	416870.7	6.859952	0.998032	0.999496	1.0005	1.00197	4.246028
2296	0	-425.394	-416.673	-8.72179	19723.89	9.868677	0.990964	0.997674	1.0023	1.00907	3.091642
2297	1	-447.28	-427.931	-19.3499	867334.8	6.967688	0.998635	0.999651	1.00035	1.00137	4.338885
2298	0	-435.189	-425.477	-9.71188	539959.3	9.431453	0.998271	0.999558	1.00044	1.00173	3.190658
2299	1	-429.66	-414.152	-15.5083	825122.1	8.601279	0.998601	0.999642	1.00036	1.0014	3.838315
2300	0	-439.664	-424.953	-14.7106	769395.1	9.372985	0.998551	0.999629	1.00037	1.00145	3.723228
2301	1	-434.306	-421.874	-12.4323	353934.7	9.574547	0.997864	0.999453	1.00054	1.00214	3.476018
2302	0	-434.851	-419.452	-15.3994	736144.1	7.177859	0.998519	0.999621	1.00038	1.00148	3.792238
2303	1	-443.896	-424.094	-19.8026	516904.7	6.016154	0.998233	0.999548	1.00045	1.00177	4.326602
2304	0	-438.19	-422.301	-15.8889	789827.4	7.005461	0.99857	0.999634	1.00036	1.00143	3.845845
2305	1	-436.33	-422.515	-13.8149	529454.2	6.887289	0.998254	0.999553	1.00045	1.00175	3.532609
2306	0	-436.057	-417.671	-18.3863	622550.3	8.405814	0.998389	0.999588	1.00041	1.00161	4.184359
2307	1	-428.158	-418.048	-10.11	402437.1	10.96141	0.997997	0.999488	1.00051	1.002	3.206298
2308	0	-437.916	-418.54	-19.3756	858776	6.410728	0.998629	0.999649	1.00035	1.00137	4.308375
2309	1	-434.553	-419.28	-15.2732	427032.9	8.583105	0.998056	0.999503	1.0005	1.00195	3.81134
2310	0	-446.008	-427.528	-18.4802	290224.7	9.646267	0.997642	0.999396	1.0006	1.00236	4.101184
2311	1	-435.213	-423.34	-11.8728	573784.9	8.361101	0.998322	0.999571	1.00043	1.00168	3.407726
2312	0	-436.191	-418.484	-17.7078	187661.2	9.355932	0.997067	0.999249	1.00075	1.00294	4.044306
2313	1	-431.075	-420.405	-10.6699	833876.1	10.72446	0.998608	0.999644	1.00036	1.00139	3.266526
2314	0	-435.838	-418.462	-17.376	924879.2	7.196856	0.998679	0.999662	1.00034	1.00132	4.068465
2315	1	-435.728	-425.665	-10.0629	846287.8	10.9762	0.998619	0.999647	1.00035	1.00138	3.20147
2316	0	-446.954	-429.243	-17.7113	478305.5	5.568454	0.998163	0.99953	1.00047	1.00184	3.856692
2317	1	-438.662	-421.98	-16.6822	260856.9	10.61799	0.997512	0.999363	1.00063	1.00249	3.836507
2318	0	-442.19	-426.382	-15.8071	83455.04	6.98449	0.995603	0.998873	1.00112	1.0044	3.832106
2319	1	-441.939	-422.321	-19.6184	94602.48	6.532263	0.99587	0.998941	1.00105	1.00414	4.356544
2320	0	-442.557	-428.198	-14.3589	438581.4	8.385644	0.998081	0.999509	1.00049	1.00192	3.705175
2321	1	-427.403	-412.532	-14.8715	419609.3	7.078617	0.998038	0.999498	1.0005	1.00196	3.708725
2322	0	-432.275	-420.468	-11.8067	824179.9	7.631929	0.9986	0.999642	1.00036	1.0014	3.3492
2323	1	-427.857	-416.561	-11.2964	719774.4	7.92698	0.998502	0.999617	1.00038	1.0015	3.310624
2324	0	-443.53	-423.002	-20.5278	294909.7	6.719378	0.99766	0.999401	1.0006	1.00234	4.5037
2325	1	-433.483	-422.098	-11.3857	665033.8	7.52511	0.998442	0.999601	1.0004	1.00156	3.28182
2326	0	-430.596	-413.194	-17.4014	669697.1	6.780607	0.998447	0.999603	1.0004	1.00155	4.044291
2327	1	-437.924	-419.983	-17.9404	220076.2	8.761812	0.997292	0.999307	1.00069	1.00271	4.111546
2328	0	-428.693	-416.401	-12.2921	26126.36	7.057893	0.992147	0.99798	1.002	1.00787	3.341032
2329	1	-430.052	-413.728	-16.3245	583046.9	6.67224	0.998336	0.999574	1.00042	1.00167	3.872145
2330	0	-416.63	-410.757	-5.87358	166740.2	10.38061	0.996889	0.999203	1.00079	1.00311	2.815707
2331	1	-431.56	-412.781	-18.7792	134655.7	6.853979	0.996538	0.999113	1.00088	1.00347	4.251705
2332	0	-423.998	-417.581	-6.41697	52085.72	12.64661	0.994436	0.998572	1.00142	1.00558	2.833549
2333	1	-444.292	-423.15	-21.1413	431025.5	4.572711	0.998065	0.999505	1.00049	1.00194	4.068398
2334	0	-424.501	-412.95	-11.5503	382261.9	8.738139	0.997945	0.999474	1.00052	1.00206	3.381727
2335	1	-434.958	-417.25	-17.7079	373207.1	9.875755	0.99792	0.999468	1.00053	1.00208	4.001591
2336	0	-429.264	-412.779	-16.4852	653137.4	10.07345	0.998428	0.999598	1.0004	1.00157	3.862691
2337	1	-432.316	-418.985	-13.331	103912.5	10.195	0.99606	0.99899	1.001	1.00395	3.543684
2338	0	-432.811	-414.866	-17.9448	961173.9	7.548985	0.998704	0.999669	1.00033	1.0013	4.153524
2339	1	-436.303	-425.664	-10.639	534101.5	11.17049	0.998261	0.999555	1.00044	1.00174	3.245723
2340	0	-433.346	-418.07	-15.2767	771232.8	8.610933	0.998553	0.99963	1.00037	1.00145	3.811191
2341	1	-441.545	-428.669	-12.8759	150215.6	6.440452	0.996722	0.99916	1.00084	1.00328	3.302072
2342	0	-438.791	-420.846	-17.9452	440098.4	7.118368	0.998085	0.99951	1.00049	1.00192	4.144657
2343	1	-438.711	-420.971	-17.7397	211381.9	8.432538	0.997237	0.999292	1.0007	1.00277	4.1062
2344	0	-433.738	-418.271	-15.4672	146844.5	9.909476	0.996685	0.999151	1.00085	1.00332	3.772535
2345	1	-438.482	-424.533	-13.9488	779683.9	7.929326	0.998561	0.999632	1.00037	1.00144	3.645331
2346	0	-435.67	-421.284	-14.3857	279154.1	8.920704	0.997595	0.999384	1.00061	1.00241	3.702763
2347	1	-428.942	-419.306	-9.63609	395137.3	10.63977	0.997979	0.999483	1.00052	1.00202	3.172361
2348	0	-435.84	-416.579	-19.2604	588082.4	9.329902	0.998343	0.999576	1.00042	1.00166	4.212701
2349	1	-426.721	-420.875	-5.84601	537108.3	11.72416	0.998266	0.999556	1.00044	1.00173	2.810349
2350	0	-428.639	-419.206	-9.43265	102640.6	10.24558	0.996035	0.998984	1.00101	1.00397	3.160656
2351	1	-427.232	-412.872	-14.3601	426871.8	6.70881	0.998055	0.999502	1.0005	1.00195	3.584019
2352	0	-436.612	-423.823	-12.7894	104799.4	8.983794	0.996076	0.998994	1.001	1.00393	3.523554
2353	1	-430.315	-419.102	-11.2129	513339.9	9.522093	0.998226	0.999546	1.00045	1.00177	3.349169
2354	0	-437.097	-416.885	-20.2118	241488.8	7.235314	0.997415	0.999338	1.00066	1.00259	4.462031
2355	1	-434.435	-425.456	-8.97846	651390.4	10.67616	0.998426	0.999597	1.0004	1.00158	3.109822
2356	0	-432.898	-426.546	-6.35257	283522.6	9.611487	0.997614	0.999389	1.00061	1.00239	2.842558
2357	1	-434.083	-421.115	-12.967	673874.1	6.478462	0.998452	0.999604	1.0004	1.00155	3.325567
2358	0	-434.211	-424.142	-10.0689	907159.2	9.784089	0.998666	0.999659	1.00034	1.00133	3.228752
2359	1	-423.624	-412.607	-11.0172	556445.9	11.10849	0.998297	0.999564	1.00043	1.0017	3.282464
2360	0	-426.462	-416.344	-10.1174	671577.9	8.375807	0.998449	0.999603	1.0004	1.00155	3.198738
2361	1	-417.907	-411.091	-6.81601	52725.64	10.00992	0.99447	0.998581	1.00141	1.00554	2.901656
2362	0	-436.928	-418.688	-18.2395	1079.273	7.33236	0.961578	0.989854	1.00962	1.03895	4.191307
2363	1	-436.462	-416.334	-20.1275	196699.6	6.609157	0.997135	0.999267	1.00073	1.00287	4.438995
2364	0	-438.178	-424.696	-13.4814	757622.1	8.10488	0.99854	0.999627	1.00037	1.00146	3.593523
2365	1	-438.787	-418.869	-19.9186	497526.9	5.511013	0.998198	0.999539	1.00046	1.0018	4.237413
2366	0	-431.515	-417.572	-13.9432	75120.23	7.969483	0.995366	0.998812	1.00118	1.00464	3.646168
2367	1	-441.424	-421.157	-20.267	55294.35	8.744179	0.9946	0.998614	1.00138	1.00541	4.378715
2368	0	-432.776	-420.37	-12.4055	841265.1	13.1489	0.998614	0.999646	1.00035	1.00139	3.270858
2369	1	-436.682	-428.26	-8.42152	122680.2	7.586928	0.996373	0.999071	1.00092	1.00363	2.898341
2370	0	-430.495	-421.122	-9.37361	660064.8	8.743778	0.998436	0.9996	1.0004	1.00156	3.132907
2371	1	-433.355	-422.707	-10.6483	484178.7	9.910281	0.998174	0.999533	1.00047	1.00183	3.28623
2372	0	-441.2	-421.895	-19.3053	270490.3	9.034018	0.997557	0.999375	1.00062	1.00245	4.244478
2373	1	-428.051	-419.633	-8.41819	816790.4	11.41067	0.998594	0.99964	1.00036	1.00141	3.04009
2374	0	-450.712	-424.423	-26.2892	31528.82	9.13561	0.99285	0.998163	1.00182	1.00717	4.999916
2375	1	-431.319	-423.315	-8.00389	923830.6	8.167625	0.998678	0.999662	1.00034	1.00132	2.924907
2376	0	-440.43	-429.068	-11.3617	504130.1	10.71786	0.99821	0.999542	1.00046	1.00179	3.331305
2377	1	-447.818	-429.472	-18.3459	781652	9.39154	0.998563	0.999632	1.00037	1.00144	4.10951
2378	0	-445.759	-426.303	-19.4559	9944.682	9.05672	0.987283	0.996716	1.00323	1.01277	4.259115
2379	1	-433.013	-418.652	-14.3608	853854.1	10.45523	0.998625	0.999648	1.00035	1.00138	3.628556
2380	0	-435.503	-419.649	-15.854	988413.4	5.702674	0.998722	0.999673	1.00033	1.00128	3.573343
2381	1	-440.732	-425.404	-15.3284	891650.6	13.17496	0.998654	0.999656	1.00034	1.00135	3.490804
2382	0	-433.116	-420.206	-12.9098	583893.8	10.57052	0.998337	0.999575	1.00042	1.00166	3.483769
2383	1	-425.754	-416.971	-8.7826	523848.9	10.49172	0.998244	0.999551	1.00045	1.00176	3.094526
2384	0	-429.525	-417.706	-11.8185	961214.3	11.50639	0.998704	0.999669	1.00033	1.0013	3.332607
2385	1	-430.534	-421.374	-9.15997	162283.9	8.605176	0.996846	0.999192	1.0008	1.00316	3.100488
2386	0	-434.257	-416.404	-17.8533	972579.3	7.337652	0.998711	0.99967	1.00033	1.00129	4.138752
2387	1	-429.491	-420.966	-8.52457	761822.2	12.01801	0.998544	0.999628	1.00037	1.00146	3.027596
2388	0	-443.301	-428.799	-14.5023	217160.7	7.488258	0.997274	0.999302	1.0007	1.00273	3.69352
2389	1	-430.637	-421.409	-9.22764	566927.4	12.79358	0.998312	0.999568	1.00043	1.00169	3.048197
2390	0	-448.216	-429.407	-18.8092	15894.77	8.894178	0.989936	0.997407	1.00256	1.0101	4.200694
2391	1	-427.953	-415.929	-12.0241	208796.3	8.122479	0.99722	0.999288	1.00071	1.00278	3.414707
2392	0	-446.02	-426.507	-19.5135	382582.6	6.543662	0.997946	0.999474	1.00052	1.00206	4.341363
2393	1	-423.056	-416.726	-6.3301	692143.7	9.982496	0.998473	0.999609	1.00039	1.00153	2.852432
2394	0	-450.071	-433.755	-16.3162	623907.6	7.842932	0.998391	0.999589	1.00041	1.00161	3.943445
2395	1	-428.259	-419.847	-8.41287	854199.5	9.468501	0.998625	0.999648	1.00035	1.00138	3.053862
2396	0	-433.897	-421.196	-12.701	671509.4	6.376232	0.998449	0.999603	1.0004	1.00155	3.258049
2397	1	-435.717	-419.027	-16.6897	217827.8	5.265378	0.997278	0.999303	1.00069	1.00272	3.545417
2398	0	-432.483	-421.938	-10.545	496992.1	9.578371	0.998198	0.999539	1.00046	1.0018	3.278879
2399	1	-427.735	-413.609	-14.126	934514	10.53197	0.998685	0.999664	1.00034	1.00132	3.601288
2400	0	-439.947	-421.104	-18.8433	696679.4	10.12516	0.998478	0.999611	1.00039	1.00152	4.09152
2401	1	-435.666	-416.322	-19.3436	883685.1	7.025717	0.998648	0.999654	1.00035	1.00135	4.339462
2402	0	-442.145	-419.448	-22.6969	233403.8	6.151686	0.99737	0.999327	1.00067	1.00263	4.816857
2403	1	-444.23	-425.466	-18.7637	941158.6	7.009367	0.99869	0.999665	1.00033	1.00131	4.256345
2404	0	-439.516	-420.032	-19.4839	90802.23	7.332042	0.995785	0.998919	1.00107	1.00422	4.361022
2405	1	-428.285	-417.571	-10.7142	757968.7	8.976615	0.99854	0.999627	1.00037	1.00146	3.29241
2406	0	-445.368	-430.827	-14.541	748277.8	9.735861	0.998531	0.999624	1.00037	1.00147	3.688333
2407	1	-441.852	-423.405	-18.4474	988383.9	6.661619	0.998722	0.999673	1.00033	1.00128	4.18943
2408	0	-432.811	-417.693	-15.1177	771108.7	9.453856	0.998553	0.99963	1.00037	1.00145	3.762712
2409	1	-430.961	-421.697	-9.26404	974421.4	10.9601	0.998713	0.999671	1.00033	1.00129	3.129163
2410	0	-434.359	-422.276	-12.0824	49598.18	9.217922	0.994298	0.998536	1.00145	1.00571	3.444383
2411	1	-432.812	-420.589	-12.2232	432632.7	7.773606	0.998068	0.999506	1.00049	1.00193	3.416181
2412	0	-432.194	-415.909	-16.2848	426588.6	7.511146	0.998055	0.999502	1.0005	1.00195	3.932378
2413	1	-437.132	-421.346	-15.7862	143718.1	6.998105	0.996649	0.999142	1.00085	1.00335	3.830458
