Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
450	-428.949	-419.622	-9.32757	536980.2	9.327872	0.998266	0.999556	1.00044	1.00174	3.14804
460	-433.132	-418.649	-14.4834	527368.5	7.589212	0.99825	0.999552	1.00045	1.00175	3.697472
470	-427.55	-417.431	-10.119	341460.5	9.993853	0.997826	0.999444	1.00055	1.00218	3.231841
480	-434.958	-418.751	-16.2065	756828.7	9.214331	0.998539	0.999626	1.00037	1.00146	3.89198
490	-436.547	-419.98	-16.5662	285736.1	9.187825	0.997623	0.999392	1.00061	1.00238	3.932595
500	-445.268	-430.63	-14.6378	580765.9	10.5073	0.998333	0.999573	1.00043	1.00167	3.651555
510	-438.94	-428.473	-10.4671	773457.9	11.10733	0.998555	0.99963	1.00037	1.00145	3.23299
520	-424.433	-417.976	-6.45667	992271.3	12.30761	0.998724	0.999674	1.00033	1.00128	2.847476
530	-430.824	-419.129	-11.6948	789590.6	11.30466	0.99857	0.999634	1.00037	1.00143	3.333074
540	-425.931	-415.096	-10.835	733675.4	8.856145	0.998516	0.999621	1.00038	1.00148	3.303218
550	-433.3	-422.858	-10.4419	956418.6	10.1558	0.998701	0.999668	1.00033	1.0013	3.261141
560	-440.722	-424.897	-15.825	275132	8.046288	0.997578	0.99938	1.00062	1.00242	3.882662
570	-437.038	-420.151	-16.8872	731561.9	5.46208	0.998514	0.99962	1.00038	1.00149	3.668282
580	-428.098	-415.837	-12.2609	580758.3	5.965824	0.998333	0.999573	1.00043	1.00167	3.054167
590	-434.792	-423.193	-11.5988	973799.4	9.197391	0.998712	0.999671	1.00033	1.00129	3.391934
600	-430.19	-415.672	-14.5177	687505.7	8.48469	0.998467	0.999608	1.00039	1.00153	3.723969
610	-439.478	-425.961	-13.5167	795604.4	10.66677	0.998575	0.999636	1.00036	1.00143	3.535467
620	-443.68	-427.027	-16.653	819431.3	6.648258	0.998596	0.999641	1.00036	1.0014	3.918377
630	-428.703	-412.786	-15.9166	667576.8	9.043697	0.998445	0.999602	1.0004	1.00156	3.868929
640	-426.985	-412.452	-14.533	732564.4	7.054694	0.998515	0.99962	1.00038	1.00149	3.658165
650	-430.738	-419.989	-10.7492	236718.1	9.527768	0.997389	0.999331	1.00067	1.00261	3.300447
660	-432.91	-416.339	-16.5707	3562.183	7.864018	0.978784	0.99448	1.00536	1.02138	3.975963
670	-438.537	-421.747	-16.7905	130285.5	6.640567	0.996481	0.999098	1.0009	1.00352	3.9381
680	-436.585	-422.74	-13.8452	750015.4	7.828255	0.998533	0.999625	1.00037	1.00147	3.627657
690	-439.116	-421.494	-17.6224	683635.9	8.752507	0.998463	0.999607	1.00039	1.00154	4.075792
700	-443.896	-420.962	-22.9342	819903.4	5.734873	0.998597	0.999641	1.00036	1.0014	4.819153
710	-428.715	-414.162	-14.553	56915.81	9.309109	0.994677	0.998634	1.00136	1.00533	3.708976
720	-434.592	-418.087	-16.5053	262232.6	8.67775	0.997519	0.999365	1.00063	1.00248	3.951274
730	-435.249	-420.23	-15.0187	583700.8	9.535372	0.998337	0.999575	1.00042	1.00166	3.748166
740	-435.907	-421.727	-14.1805	771903.6	8.795678	0.998554	0.99963	1.00037	1.00145	3.681955
750	-439.219	-427.333	-11.886	756563.8	11.39556	0.998539	0.999626	1.00037	1.00146	3.344861
760	-432.583	-421.284	-11.2989	798159.3	8.377961	0.998578	0.999636	1.00036	1.00142	3.339901
770	-445.351	-426.267	-19.084	860122.1	9.519889	0.99863	0.99965	1.00035	1.00137	4.175987
780	-436.592	-423.242	-13.3495	98809.2	8.06792	0.995959	0.998964	1.00103	1.00405	3.575866
790	-433.442	-415.953	-17.489	949037.2	9.247406	0.998696	0.999666	1.00033	1.00131	4.028817
800	-440.391	-421.3	-19.0911	352645	6.274159	0.99786	0.999452	1.00055	1.00214	4.247911
810	-439.771	-423.468	-16.3031	685208	6.847484	0.998465	0.999607	1.00039	1.00154	3.88975
820	-433.355	-419.454	-13.901	288278.1	7.469176	0.997634	0.999394	1.0006	1.00237	3.611697
830	-440.261	-421.732	-18.5288	333375.2	11.151	0.997799	0.999437	1.00056	1.0022	3.954114
840	-430.149	-418.075	-12.0746	621459	10.4046	0.998388	0.999588	1.00041	1.00161	3.412065
850	-442.507	-426.968	-15.539	936307.3	7.406324	0.998687	0.999664	1.00034	1.00131	3.827543
860	-444.1	-425.653	-18.447	401344.4	7.364336	0.997994	0.999487	1.00051	1.00201	4.219904
870	-432.322	-421.932	-10.3902	71767.14	10.32441	0.995259	0.998784	1.00121	1.00475	3.252244
880	-433.441	-417.229	-16.2114	534456	6.694891	0.998262	0.999555	1.00044	1.00174	3.858182
890	-433.463	-415.378	-18.085	40064.04	6.824515	0.993657	0.998371	1.00161	1.00636	4.148372
900	-452.059	-428.609	-23.4499	448804.2	13.52562	0.998103	0.999515	1.00048	1.0019	4.059661
910	-440.34	-427.263	-13.0771	626134.4	6.745531	0.998394	0.999589	1.00041	1.00161	3.399925
920	-440.984	-423.079	-17.905	731748.8	7.271028	0.998514	0.99962	1.00038	1.00149	4.144214
930	-438.13	-423.866	-14.2633	711439.6	8.874553	0.998493	0.999615	1.00038	1.00151	3.68998
940	-443.622	-426.867	-16.7551	840555.8	7.73509	0.998614	0.999646	1.00035	1.00139	3.998873
950	-427.753	-414.341	-13.4119	172491.3	7.771765	0.996941	0.999217	1.00078	1.00306	3.56898
960	-429.522	-418.104	-11.4179	832803.8	10.82589	0.998607	0.999644	1.00036	1.00139	3.331832
970	-433.655	-419.733	-13.9216	295153.1	6.970947	0.997661	0.999401	1.0006	1.00234	3.560273
980	-428.847	-413.596	-15.2506	116611.3	10.16057	0.99628	0.999047	1.00095	1.00372	3.734314
990	-427.003	-418.161	-8.84228	525106.9	10.39024	0.998246	0.999551	1.00045	1.00175	3.101577
1000	-443.146	-428.615	-14.5311	905992.7	9.595086	0.998665	0.999659	1.00034	1.00134	3.694256
1010	-441.91	-430.159	-11.7512	280152.9	8.999288	0.9976	0.999386	1.00061	1.0024	3.408097
1020	-437.957	-415.473	-22.4839	446818	5.735643	0.998099	0.999514	1.00049	1.0019	4.740728
1030	-436.509	-417.916	-18.5928	567774.3	6.422012	0.998314	0.999569	1.00043	1.00169	4.187609
1040	-427.671	-418.196	-9.47516	839259	10.92751	0.998613	0.999645	1.00035	1.00139	3.149419
1050	-434.897	-421.33	-13.5662	853319.3	11.39629	0.998624	0.999648	1.00035	1.00138	3.492256
1060	-426.604	-418.957	-7.64628	224311.1	13.30673	0.997317	0.999313	1.00068	1.00269	2.901624
1070	-442.826	-423.81	-19.016	875944.2	8.307422	0.998642	0.999653	1.00035	1.00136	4.265309
1080	-427.542	-416.101	-11.4416	16255.73	10.8363	0.990048	0.997436	1.00253	1.00999	3.333552
1090	-438.167	-427.464	-10.7036	828677.4	9.267619	0.998604	0.999643	1.00036	1.0014	3.295208
1100	-448.285	-431.657	-16.6272	98759.87	8.907455	0.995958	0.998964	1.00103	1.00405	3.954699
1110	-442.031	-428.142	-13.8897	448400.1	8.803205	0.998102	0.999515	1.00048	1.0019	3.648805
1120	-432.007	-420.552	-11.4555	141016.8	10.22799	0.996617	0.999133	1.00086	1.00339	3.358671
1130	-435.816	-423.603	-12.2132	850897	9.587335	0.998622	0.999648	1.00035	1.00138	3.452851
1140	-441.275	-426.684	-14.591	359555.9	7.3431	0.997881	0.999458	1.00054	1.00212	3.694602
1150	-431.417	-418.776	-12.6416	316657.3	8.127711	0.997742	0.999422	1.00058	1.00226	3.490972
1160	-427.135	-413.551	-13.5841	494325.9	8.969564	0.998193	0.999538	1.00046	1.00181	3.61223
1170	-435.251	-424.765	-10.4868	573604.3	11.49332	0.998322	0.999571	1.00043	1.00168	3.217493
1180	-430.147	-417.996	-12.1512	424397.9	8.281417	0.99805	0.999501	1.0005	1.00195	3.437894
1190	-435.044	-426.024	-9.01997	149766.9	9.945858	0.996717	0.999159	1.00084	1.00329	3.121927
1200	-423.556	-414.623	-8.93272	442979	8.101224	0.998091	0.999512	1.00049	1.00191	3.031921
1210	-426.483	-415.738	-10.7449	767556.3	7.811276	0.99855	0.999629	1.00037	1.00145	3.229902
1220	-436.436	-419.349	-17.0871	790157.3	8.498001	0.99857	0.999634	1.00036	1.00143	4.026272
1230	-432.567	-420.626	-11.9414	59050.26	7.552399	0.994774	0.998659	1.00133	1.00524	3.358633
1240	-433.763	-422.812	-10.9513	500656.5	9.528943	0.998204	0.999541	1.00046	1.0018	3.321656
1250	-431.86	-416.498	-15.3612	436526.1	7.747209	0.998077	0.999508	1.00049	1.00192	3.819051
1260	-432.944	-424.334	-8.6097	979412.7	10.77322	0.998716	0.999672	1.00033	1.00128	3.073496
1270	-434.807	-421.383	-13.4241	759870.1	7.440457	0.998542	0.999627	1.00037	1.00146	3.545217
1280	-436.095	-419.567	-16.5283	655842.3	9.660557	0.998431	0.999599	1.0004	1.00157	3.897826
1290	-441.924	-425.882	-16.0418	356167.5	6.833497	0.997871	0.999455	1.00054	1.00213	3.85001
1300	-432.462	-421.176	-11.2861	42607.55	10.98956	0.993849	0.99842	1.00157	1.00616	3.312299
1310	-433.994	-418.518	-15.4757	969666	6.424697	0.998709	0.99967	1.00033	1.00129	3.702746
1320	-442.304	-422.8	-19.5047	865028	8.667858	0.998634	0.999651	1.00035	1.00137	4.297706
1330	-444.963	-421.42	-23.5436	512421.7	5.890899	0.998225	0.999546	1.00045	1.00178	4.940023
1340	-453.793	-433.549	-20.2443	393328.9	13.73253	0.997974	0.999482	1.00052	1.00203	3.798527
1350	-443.011	-429.209	-13.8024	844607.7	8.506482	0.998617	0.999646	1.00035	1.00138	3.639783
1360	-430.131	-414.289	-15.8429	118485.3	7.734109	0.99631	0.999054	1.00094	1.0037	3.880923
1370	-437.744	-421.216	-16.5286	368093.5	6.967501	0.997906	0.999464	1.00053	1.0021	3.933958
1380	-451.246	-431.982	-19.2646	255137.5	6.314062	0.997485	0.999356	1.00064	1.00252	4.280411
1390	-439.64	-424.749	-14.8911	238045.3	8.96457	0.997396	0.999333	1.00066	1.00261	3.758095
1400	-438.62	-418.606	-20.0132	241046.5	8.550181	0.997412	0.999338	1.00066	1.00259	4.366333
1410	-434.447	-417.262	-17.1854	534201.5	9.022371	0.998261	0.999555	1.00044	1.00174	4.010533
1420	-431.244	-416.557	-14.6862	94206.57	5.976704	0.995862	0.998939	1.00105	1.00414	3.46409
1430	-426.061	-420.154	-5.9078	799119.4	11.77255	0.998578	0.999636	1.00036	1.00142	2.814769
1440	-432.23	-416.071	-16.1588	268351.6	8.256558	0.997547	0.999372	1.00063	1.00245	3.922222
1450	-435.891	-420.248	-15.6426	866631.2	8.092716	0.998635	0.999651	1.00035	1.00137	3.860162
1460	-423.785	-411.666	-12.1186	635439.8	12.4028	0.998406	0.999592	1.00041	1.0016	3.301088
1470	-430.158	-414.148	-16.0093	371591.1	8.163027	0.997916	0.999467	1.00053	1.00209	3.905083
1480	-438.803	-425.801	-13.0019	27995.55	8.504178	0.992413	0.998049	1.00193	1.00761	3.545645
1490	-431.927	-426.291	-5.63577	367374.6	15.9591	0.997904	0.999464	1.00053	1.0021	2.636001
1500	-428.458	-421.4	-7.05874	771484.8	12.92144	0.998553	0.99963	1.00037	1.00145	2.8736
1510	-438.971	-419.04	-19.9306	795170.1	8.937117	0.998575	0.999636	1.00036	1.00143	4.322813
1520	-430.829	-419.128	-11.7016	844385.3	12.13086	0.998617	0.999646	1.00035	1.00138	3.284889
1530	-429.801	-415.328	-14.4729	507565.6	8.373865	0.998216	0.999544	1.00046	1.00178	3.718743
1540	-438.057	-422.933	-15.1241	467541.8	7.369241	0.998142	0.999525	1.00047	1.00186	3.76903
1550	-422.854	-415.57	-7.28419	557564.2	8.69616	0.998298	0.999565	1.00043	1.0017	2.890165
1560	-426.352	-415.424	-10.9278	374911.9	9.078493	0.997925	0.999469	1.00053	1.00208	3.317773
1570	-423.964	-417.025	-6.93838	267818	14.28221	0.997545	0.999372	1.00063	1.00246	2.803678
1580	-429.82	-418.205	-11.6147	817365.7	12.08052	0.998594	0.999641	1.00036	1.00141	3.28086
1590	-433.972	-419.817	-14.1548	489503.5	8.505546	0.998184	0.999535	1.00046	1.00182	3.681212
1600	-435.782	-418.965	-16.8164	926903.7	7.016032	0.99868	0.999662	1.00034	1.00132	3.979029
1610	-427.299	-416.435	-10.8641	411943.5	10.42406	0.99802	0.999493	1.00051	1.00198	3.29511
1620	-423.114	-409.843	-13.2712	600613.4	10.88879	0.99836	0.999581	1.00042	1.00164	3.499188
1630	-423.632	-412.373	-11.2589	896284.3	9.425446	0.998658	0.999657	1.00034	1.00134	3.354722
1640	-436.838	-419.566	-17.2715	848545.9	7.565256	0.99862	0.999647	1.00035	1.00138	4.064553
1650	-432.399	-419.158	-13.2409	329434	9.114894	0.997786	0.999433	1.00056	1.00222	3.571987
1660	-442.08	-424.937	-17.1435	467715.4	7.716125	0.998142	0.999525	1.00047	1.00186	4.049036
1670	-443.417	-428.903	-14.5138	890946.8	8.082764	0.998654	0.999656	1.00034	1.00135	3.720479
1680	-433.906	-418.975	-14.9312	735396.5	7.838116	0.998518	0.999621	1.00038	1.00148	3.766704
1690	-419.59	-416.725	-2.86528	845936.2	11.51206	0.998618	0.999647	1.00035	1.00138	2.554556
1700	-439.866	-419.008	-20.8575	90026.42	7.672705	0.995767	0.998915	1.00108	1.00424	4.532861
1710	-428.509	-415.736	-12.7736	39060.52	8.812181	0.993576	0.99835	1.00164	1.00644	3.522049
1720	-422.564	-410.886	-11.6781	331876.9	8.886692	0.997794	0.999436	1.00056	1.00221	3.398827
1730	-428.994	-419.03	-9.9638	437234.9	12.5282	0.998078	0.999508	1.00049	1.00192	3.120549
1740	-428.64	-419.449	-9.19163	711446.1	11.24587	0.998493	0.999615	1.00038	1.00151	3.113657
1750	-444.555	-429.101	-15.4536	609363.5	7.414563	0.998372	0.999584	1.00042	1.00163	3.816497
1760	-430.758	-414.361	-16.3971	390765.7	8.200232	0.997967	0.99948	1.00052	1.00203	3.952045
1770	-438.075	-425.495	-12.5803	363883	6.685143	0.997894	0.999461	1.00054	1.00211	3.313743
1780	-434.656	-423.548	-11.1078	463560.5	11.25883	0.998134	0.999523	1.00048	1.00187	3.283409
1790	-423.722	-415.356	-8.3657	812156.8	10.43908	0.99859	0.999639	1.00036	1.00141	3.055302
1800	-441.46	-426.671	-14.7886	698942	7.348076	0.99848	0.999611	1.00039	1.00152	3.721899
1810	-435.332	-416.564	-18.7679	558595.8	6.674885	0.9983	0.999565	1.00043	1.0017	4.238555
1820	-438.12	-422.515	-15.6051	780933.2	5.901707	0.998562	0.999632	1.00037	1.00144	3.595741
1830	-431.93	-419.378	-12.5515	204666.3	8.879348	0.997192	0.999281	1.00072	1.00281	3.497103
1840	-437.115	-427.656	-9.45864	212522.3	9.903326	0.997244	0.999294	1.0007	1.00276	3.166209
1850	-426.487	-415.558	-10.9287	448235.7	10.57054	0.998102	0.999514	1.00048	1.0019	3.296352
1860	-447.465	-419.879	-27.5858	976105.4	4.094385	0.998714	0.999671	1.00033	1.00129	5.250505
1870	-438.577	-422.378	-16.1992	309230.8	8.116624	0.997715	0.999415	1.00058	1.00229	3.928765
1880	-448.183	-429.399	-18.7837	681555.4	11.36971	0.998461	0.999606	1.00039	1.00154	3.953004
1890	-423.719	-408.635	-15.0842	717233.2	8.40401	0.998499	0.999616	1.00038	1.0015	3.791529
1900	-437.607	-419.308	-18.2993	787246.9	9.901136	0.998568	0.999634	1.00037	1.00143	4.059112
1910	-435.917	-418.877	-17.0402	377423.2	8.606697	0.997932	0.999471	1.00053	1.00207	4.016178
1920	-436.008	-420.931	-15.0765	646214	9.343226	0.998419	0.999596	1.0004	1.00158	3.763653
1930	-424.316	-410.267	-14.0485	841386.8	12.19545	0.998615	0.999646	1.00035	1.00139	3.473243
1940	-438.808	-421.099	-17.7083	115022.7	5.005347	0.996255	0.99904	1.00095	1.00375	3.609593
1950	-433.764	-422.619	-11.1444	283636.8	9.592728	0.997614	0.999389	1.00061	1.00239	3.341319
1960	-440.92	-425.8	-15.1201	90889.06	6.763817	0.995787	0.99892	1.00107	1.00422	3.705455
1970	-428.603	-421.695	-6.90789	708119.6	11.94165	0.99849	0.999614	1.00039	1.00151	2.895238
1980	-430.32	-416.717	-13.6034	489866.9	7.53797	0.998184	0.999536	1.00046	1.00182	3.577566
1990	-436.18	-422.268	-13.9127	121487.2	8.21403	0.996356	0.999066	1.00093	1.00365	3.649364
2000	-439.09	-420.765	-18.3258	483216.2	8.771297	0.998172	0.999532	1.00047	1.00183	4.154898
2010	-438.082	-423.408	-14.6743	566971.6	8.908057	0.998312	0.999568	1.00043	1.00169	3.735444
2020	-443.217	-421.067	-22.1502	871599	9.717922	0.998639	0.999652	1.00035	1.00136	4.472249
2030	-447.654	-427.994	-19.6593	754209.2	5.539571	0.998537	0.999626	1.00037	1.00146	4.198501
2040	-441.571	-418.557	-23.0138	420763.4	6.447877	0.998041	0.999499	1.0005	1.00196	4.876229
2050	-438.637	-418.238	-20.399	748899.4	8.680887	0.998532	0.999624	1.00037	1.00147	4.399689
2060	-437.256	-417.239	-20.0176	723304.9	8.581356	0.998506	0.999618	1.00038	1.00149	4.364252
2070	-445.384	-423.349	-22.0356	247266.1	10.08981	0.997445	0.999346	1.00065	1.00256	4.411509
2080	-430.629	-417.373	-13.2558	155505.3	8.865814	0.996778	0.999175	1.00082	1.00323	3.576503
2090	-427.694	-417.208	-10.4859	242535.3	11.52417	0.99742	0.99934	1.00066	1.00258	3.215947
2100	-429.289	-420.805	-8.48386	320078.5	9.812003	0.997754	0.999425	1.00057	1.00225	3.067036
2110	-437.953	-418.689	-19.2645	182472.3	9.226323	0.997026	0.999238	1.00076	1.00298	4.222759
2120	-435.672	-419	-16.6713	688551.4	8.793631	0.998469	0.999608	1.00039	1.00153	3.965232
2130	-444.402	-418.989	-25.4124	13017.39	6.716729	0.988881	0.997133	1.00282	1.01116	5.230846
2140	-439.61	-420.119	-19.4904	484630	6.530332	0.998175	0.999533	1.00047	1.00183	4.336791
2150	-430.071	-420.36	-9.71135	580807	9.298983	0.998333	0.999573	1.00043	1.00167	3.188705
2160	-438.543	-421.506	-17.0369	485145.9	5.720351	0.998176	0.999533	1.00047	1.00183	3.786335
2170	-427.75	-414.639	-13.1102	308093.8	7.692755	0.997711	0.999414	1.00058	1.00229	3.524637
2180	-442.273	-425.481	-16.7917	723214.4	9.175023	0.998506	0.999618	1.00038	1.0015	3.95792
2190	-426.73	-422.233	-4.49707	462262	9.209619	0.998131	0.999522	1.00048	1.00187	2.620808
2200	-432.06	-418.549	-13.5102	600292.7	8.072513	0.99836	0.99958	1.00042	1.00164	3.595946
2210	-432.55	-418.745	-13.8059	239173.1	7.804605	0.997402	0.999335	1.00066	1.0026	3.621427
2220	-422.168	-409.496	-12.6721	139758.2	7.895152	0.996602	0.99913	1.00087	1.0034	3.482212
2230	-425.905	-410.94	-14.9646	704726	9.180449	0.998486	0.999613	1.00039	1.00151	3.758565
2240	-434.043	-419.001	-15.0419	376050.2	7.71894	0.997928	0.99947	1.00053	1.00207	3.776788
2250	-435.455	-421.616	-13.8384	140847.5	9.729675	0.996615	0.999133	1.00086	1.00339	3.616428
2260	-430.833	-418.599	-12.2333	937578	10.29167	0.998688	0.999664	1.00033	1.00131	3.432131
2270	-430.5	-421.768	-8.73268	195246.2	8.876329	0.997125	0.999264	1.00073	1.00288	3.066866
2280	-425.126	-413.746	-11.3803	750065	8.962839	0.998533	0.999625	1.00037	1.00147	3.366441
2290	-423.806	-411.085	-12.7211	529738.4	9.784572	0.998254	0.999553	1.00045	1.00175	3.499803
2300	-420.042	-407.953	-12.0894	473291.3	8.990776	0.998153	0.999527	1.00047	1.00185	3.445654
2310	-419.773	-410.519	-9.2537	332096.5	12.3959	0.997795	0.999436	1.00056	1.00221	3.070441
2320	-438.805	-425.479	-13.3254	187626.2	7.591031	0.997067	0.999249	1.00075	1.00294	3.545026
2330	-436.211	-419.03	-17.181	357787.9	7.468311	0.997876	0.999456	1.00054	1.00213	4.050815
2340	-443.758	-425.256	-18.5027	192840.2	6.924665	0.997107	0.999259	1.00074	1.0029	4.21523
2350	-435.523	-423.571	-11.9524	5142.6	10.74485	0.982331	0.995417	1.00447	1.01778	3.385143
2360	-429.415	-417.008	-12.407	653425	8.70616	0.998428	0.999598	1.0004	1.00157	3.47939
2370	-432.768	-419.325	-13.4435	701421.1	8.935321	0.998483	0.999612	1.00039	1.00152	3.59697
2380	-443.15	-430.598	-12.5521	907413.2	9.809322	0.998666	0.999659	1.00034	1.00133	3.481746
2390	-434.003	-418.06	-15.9426	926363.3	8.610851	0.99868	0.999662	1.00034	1.00132	3.888519
2400	-431.221	-413.329	-17.8918	640503.4	7.485559	0.998412	0.999594	1.00041	1.00159	4.146138
2410	-437.152	-417.634	-19.5183	738011.6	11.86223	0.998521	0.999622	1.00038	1.00148	3.960467
2420	-435.064	-419.481	-15.5829	713202	7.292268	0.998495	0.999615	1.00038	1.00151	3.82633
2430	-435.354	-413.541	-21.8128	79471.19	7.22683	0.995495	0.998845	1.00115	1.00451	4.683675
2440	-431.065	-416.917	-14.1476	709975.2	10.12131	0.998492	0.999614	1.00038	1.00151	3.627978
2450	-436.755	-424.282	-12.4729	24132.39	8.656352	0.991829	0.997898	1.00208	1.00819	3.486295
2460	-434.311	-419.949	-14.3622	36372.61	7.832529	0.993343	0.99829	1.00169	1.00667	3.693881
2470	-437.872	-420.182	-17.6909	503194.4	6.00355	0.998209	0.999542	1.00046	1.00179	3.972831
2480	-440.872	-426.44	-14.4317	161945.9	6.875559	0.996843	0.999191	1.00081	1.00316	3.620504
2490	-431.634	-419.615	-12.0185	178231.7	7.058038	0.996991	0.999229	1.00077	1.00301	3.302291
2500	-432.257	-421.226	-11.031	907167.8	9.803286	0.998666	0.999659	1.00034	1.00133	3.326771
2510	-428.594	-418.889	-9.7051	260903.2	12.58073	0.997513	0.999363	1.00063	1.00249	3.097096
2520	-426.211	-412.653	-13.5579	779708.4	9.485477	0.998561	0.999632	1.00037	1.00144	3.596683
2530	-433.927	-420.246	-13.6807	949481.9	8.982677	0.998696	0.999667	1.00033	1.0013	3.622788
2540	-432.067	-418.26	-13.8071	812694.6	9.754521	0.99859	0.99964	1.00036	1.00141	3.612133
2550	-436.337	-422.469	-13.8681	398980.5	7.050716	0.997988	0.999485	1.00051	1.00201	3.563393
2560	-423.196	-417.872	-5.32467	83180.28	10.93047	0.995596	0.998871	1.00112	1.00441	2.769612
2570	-435.503	-422.95	-12.5535	943015.5	7.322623	0.998691	0.999665	1.00033	1.00131	3.414657
2580	-438.455	-424.551	-13.904	661296.8	7.10976	0.998437	0.9996	1.0004	1.00156	3.575899
